ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001902033-22-000002	2	Dr. Daniel Kim	Chief Medical Officer	2021-12-27
0001902033-22-000002	1	David Colina	Founder & CEO	2021-12-27
0001665160-22-000406	1	William Bullock	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-08
0001665160-22-000405	1	Yuliang Du	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-08
0001882590-22-000001	3	Sergei Badeka	Chief Business Officer	2022-03-08
0001882590-22-000001	2	Leonid Kontsevich	Chairman & Co-Founder	2022-03-08
0001882590-22-000001	1	Hua Yang	CEO & Co-Founder	2022-03-08
0001644600-22-000032	1	David Mitlyng	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer, Director	2022-03-08
0001644600-22-000032	2	Roger Yee	Director	2022-03-08
0001670254-22-000205	1	Eduardo Mussali	Cofounder & CEO	2022-03-07
0001911152-22-000001	1	Jonathan Gosier	CEO	2022-03-08
0001652039-22-000001	1	Brian Gannon	principal executive officer, principal financial officer, principal accounting officer and director	2022-03-08
0001665160-22-000404	2	F. Wendell Minnick	Executive Chairman of the Board of Directors	2022-03-08
0001665160-22-000404	1	Christopher Dooley	CEO and Director	2022-03-08
0001781955-22-000006	1	Ben White	Founder and CEO	2022-03-08
0001665160-22-000401	1	Jennifer Steiner Pool	President	2022-03-07
0001665160-22-000401	2	Nancy Steiner	Director	2022-03-07
0001665160-22-000401	3	Jeffrey T. Steiner	Vice President	2022-03-07
0001665160-22-000400	1	Shaun Noonan	Founder, CEO, and Director	2022-03-07
0001665160-22-000400	2	Kevin Armantrout	COO and Director	2022-03-07
0001665160-22-000398	1	Chuck Ardezzone	CEO/Director	2022-03-07
0001665160-22-000397	3	Wayne R Palmiter	Director	2022-03-07
0001665160-22-000397	2	Charles (Tim) Discavage	Director	2022-03-07
0001665160-22-000397	1	David Werner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-07
0001665160-22-000394	1	Michael DeVerna	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-03-07
0001670254-22-000202	1	Alexander Manuel Gruber	CPO	2022-03-07
0001670254-22-000202	2	Shane Hiller	Board Member	2022-03-03
0001670254-22-000202	3	Eric Plam	CEO	2022-03-03
0001665160-22-000392	2	Edward Shergalis	Director	2022-03-07
0001665160-22-000392	1	James Rhodes	CEO, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-07
0001878002-22-000001	1	James Felton Keith	Chairman & CEO	2022-03-07
0001665160-22-000390	1	Emanuel Papadakis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-07
0001746059-22-000095	1	Jeffrey Marquis	Owner and President	2022-03-07
0001863157-22-000001	1	Caroline DeRosiers	CEO	2022-03-07
0001670254-22-000200	1	Albert Kim	CEO	2022-03-03
0001670254-22-000200	2	Tarun Thummala	Technology	2022-03-03
0001665160-22-000389	5	Nicholas Rogerson	Director	2022-03-04
0001665160-22-000389	1	Paul Shmotolokha	Chief Executive Officer and Chairman of the Board of Directors (Principal Executive Officer and Director)	2022-03-04
0001665160-22-000389	2	Lee Feliciano	Chief Operating Officer and Director	2022-03-04
0001665160-22-000389	3	Douglas Klein	Chief Financial Officer (Principal Financial and Accounting Officer)	2022-03-04
0001665160-22-000389	4	Roger Heegaard	Director	2022-03-04
0001665160-22-000388	1	William Reed	Co-Founder, CFO and Director	2022-03-04
0001670254-22-000198	2	Fahim Aref	Chief Financial Officer	2022-03-02
0001670254-22-000198	1	Muhammad Bayazid	CEO	2022-03-02
0001665160-22-000384	2	Kevin Armantrout	COO and Director	2022-03-04
0001665160-22-000384	1	Shaun Noonan	Founder, CEO, and Director	2022-03-04
0001910093-22-000004	1	KATYA TSAIOUN	CEO	2022-03-04
0001665160-22-000382	1	John D.H. King	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-03-04
0001665160-22-000382	2	Michael Mazaika	Member of the Board of Directors	2022-03-04
0001665160-22-000381	3	Steve Byrne	Director	2022-03-04
0001665160-22-000381	2	Kevin Armantrout	Principal Financial Officer and Principal Accounting Officer	2022-03-04
0001665160-22-000381	1	Shaun Noonan	Principal Executive Officer and Director	2022-03-04
0001861588-22-000001	1	Patrick Jones by Sean Fuellhart POA	CEO	2022-03-04
0001822801-22-000001	1	Louis M. Soto by Sean Fuellhart POA	CEO	2022-03-04
0001665160-22-000380	1	Brice Baillie	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-04
0001665160-22-000379	2	Jeremy Lee	Director	2022-03-04
0001665160-22-000379	1	Felicia Jackson	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2022-03-04
0001746059-22-000094	1	Ralph Rapa	Owner and Founder	2022-03-04
0001669191-22-000217	2	Bina Khan	Principal Financial Officer	2022-03-04
0001669191-22-000217	3	Bina Khan	Principal Accounting Officer	2022-03-04
0001669191-22-000217	4	Christopher Kelley	Board Member	2022-03-04
0001669191-22-000217	1	Zachary Sadow	Principal Executive Officer	2022-03-04
0001669191-22-000217	5	Cynthia Archer	Board Member	2022-03-04
0001905434-22-000001	1	Adrian Washington	Managing Member, Platform USA Manager, LLC, the Manager	2022-03-03
0001914061-22-000001	3	Brandon Jorgensen	Director	2022-03-03
0001914061-22-000001	2	Nicholas Wurm	Director	2022-03-03
0001834350-22-000001	1	Hassan Miah	Founder and CEO	2021-02-23
0001834350-22-000001	2	John A Marhofer Jr.	Co-Founder and CFO	2021-02-23
0001914061-22-000001	1	Ryan Grambart	Director	2022-03-03
0001665160-22-000378	1	Kyle Chittock	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-03
0001665160-22-000377	1	Kevin McGregor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-03
0001846988-22-000002	2	Michael Puscar	Director	2022-03-03
0001846988-22-000002	1	Cameron Madani	Director	2022-03-03
0001665160-22-000375	1	John Terry, PhD	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-03
0001746059-22-000093	1	Angel	Owner and CEO	2022-03-03
0001746059-22-000092	1	Christopher Becker	Director	2022-03-03
0001879376-22-000001	2	Katerina Dimitratos	Director	2022-03-02
0001665160-22-000373	1	Nathan Tahbaz	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-03-02
0001665160-22-000372	1	Tom Kenney	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-02
0001665160-22-000374	1	Gaston Martinez	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-02
0001879376-22-000001	1	Evan Wade	Director	2022-03-02
0001665160-22-000371	1	Jabari Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-02
0001665160-22-000370	1	Rory Rubin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-02
0001665160-22-000369	1	Andrea Nerep	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-02
0001669191-22-000215	1	DWAYNE SAMUELS	Principal Executive Officer	2022-03-02
0001669191-22-000215	3	NATASHA SEAY	Principal Accounting Officer	2022-03-02
0001669191-22-000215	4	DWAYNE SAMUELS	Board Member	2022-03-02
0001669191-22-000215	5	NATASHA SEAY	Board Member	2022-03-02
0001669191-22-000215	2	DWAYNE SAMUELS	Principal Financial Officer	2022-03-02
0001913194-22-000001	1	Phil Gattone	President	2022-03-02
0001746059-22-000091	1	John Allen	CEO	2022-03-02
0001861745-22-000008	1	Brandon Thurman	Founder & President	2022-03-02
0001746059-22-000090	1	Christopher Place	Owner and Founder	2022-03-02
0001665160-22-000368	1	Jonathan E. Tourgee	CEO, Principal Executive Officer and Director	2022-03-02
0001587317-22-000003	5	Wanda Lopuch	Director	2022-03-01
0001587317-22-000003	4	Edward Hightower	Director	2022-03-01
0001587317-22-000003	3	Kevin Thompson	Director	2022-03-01
0001587317-22-000003	2	David Chait	Director	2022-03-01
0001587317-22-000003	1	Jeremy McCool	Director	2022-03-01
0001830789-22-000002	1	Cliff Fetner	Founder/CEO	2022-03-01
0001830789-22-000002	3	Mark Accomando	Board Member	2022-03-01
0001747584-22-000004	1	Cullen Casunic	Manager, Chief Financial Officer	2022-03-01
0001830789-22-000002	2	Daniel Fetner	Founder & Advisor	2022-03-01
0001621374-22-000003	2	Kelly Graves	Chief Financial Officer	2022-02-28
0001621374-22-000003	1	Che Voigt	Chief Executive Officer and Director	2022-02-28
0001669191-22-000213	5	Dwaine Parker	Board Member	2022-03-01
0001669191-22-000213	6	Kilton  Agolli	Board Member	2022-03-01
0001669191-22-000213	3	Scott Foster	Board Member	2022-03-01
0001669191-22-000213	4	Paul Inglese	Board Member	2022-03-01
0001669191-22-000213	2	Scott Foster	Principal Financial Officer	2022-03-01
0001669191-22-000213	1	Paul Inglese	Principal Executive Officer	2022-03-01
0001665160-22-000367	1	Brandon Pargoe	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer	2022-03-01
0001910093-22-000003	1	KATYA TSAIOUN	CEO	2022-03-01
0001665160-22-000366	1	Christopher J. Faranetta	Co-Founder, Vice President and Director	2022-03-01
0001665160-22-000366	2	Randel E. Roy	Chief Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-01
0001910093-22-000002	1	FRANK ADAMO	CEO	2022-03-01
0001746059-22-000089	1	Jordan Anthony Garcia	Managing Member	2022-03-01
0001901207-22-000001	1	Tobin Shea	CEO	2022-03-01
0001850551-22-000003	1	Rafael Groswirt	President	2022-03-01
0001665160-22-000364	1	Mark Becker	CEO, Principal Executive Officer and Director, Renee Esebag - Principal Financial Officer and Principal Accounting Officer	2022-03-01
0001875534-22-000002	1	Billy Carson by Sean Fuellhart POA	CEO	2022-03-01
0001665160-22-000363	1	Dr. Ahmad Glover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-01
0001850551-22-000002	1	Rafael Groswirt	President	2022-03-01
0001746059-22-000088	1	Charese Foreman	CEO	2022-03-01
0001665160-22-000362	1	Stephen Graves	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-01
0001877762-22-000002	1	Anne Nickel Cannady	Manager of Mountain Lion Ventures LLC, the Manager	2022-03-01
0001877762-22-000001	1	Anne Nickel Cannady	Manager of Mountain Lion Ventures LLC, the Manager	2022-03-01
0001746059-22-000087	1	Matthew Williamson	President and CEO	2022-03-01
0001665160-22-000361	1	Jesse Tevelow	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-01
0001746059-22-000086	1	Luis Maskin	Owner and CoFounder	2022-03-01
0001644600-22-000031	2	Roger Yee	Director	2022-02-28
0001644600-22-000031	1	David Mitlyng	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer, Director	2022-02-28
0001878261-22-000001	2	Shawn Baker	Director	2022-02-28
0001878261-22-000001	1	Mahsa Rostami	Director	2022-02-28
0001665160-22-000360	1	Jeffrey C. Carleton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-28
0001665160-22-000358	1	Jeffrey Kaplan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-28
0001665160-22-000359	1	Jeffrey Kaplan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-28
0001746059-22-000085	1	Emmitt Bronkema	Owner and CoFounder	2022-02-28
0001911489-22-000001	1	Zachary Stern	Chief Executive Officer and Sole Director	2022-02-28
0001911167-22-000001	1	David Johnson	CEO / President	2022-02-28
0001746059-22-000084	1	Bryan Wagstaff	Managing Partner	2022-02-28
0001665160-22-000357	1	Charles Butler	CEO/Director	2022-02-28
0001913986-22-000001	1	Aaron Schickel	President	2022-02-28
0001741274-22-000002	1	Idicula Mathew	CEO	2022-02-28
0001669191-22-000211	1	Eric Weaver	Principal Executive Officer	2022-02-28
0001669191-22-000211	2	Eric Weaver	Principal Financial Officer	2022-02-28
0001669191-22-000211	5	Mark Kammerer	Board Member	2022-02-28
0001669191-22-000211	4	Eric Weaver	Board Member	2022-02-28
0001669191-22-000211	3	Eric Weaver	Principal Accounting Officer	2022-02-28
0001669191-22-000210	1	Stuart Alexander	Principal Executive Officer	2022-02-28
0001669191-22-000210	2	Stuart Alexander	Principal Financial Officer	2022-02-28
0001669191-22-000210	6	Antonio Dutra	Board Member	2022-02-28
0001669191-22-000210	4	Michael Hennesy	Board Member	2022-02-28
0001669191-22-000210	5	Stuart Alexander	Board Member	2022-02-28
0001669191-22-000210	3	Stuart Alexander	Principal Accounting Officer	2022-02-28
0001669191-22-000209	1	Glen DeBarros	Principal Executive Officer	2022-02-28
0001669191-22-000209	2	Robbie DeBarros	Principal Financial Officer	2022-02-28
0001669191-22-000209	6	Robbie DeBarros	Board Member	2022-02-28
0001669191-22-000209	4	Glen DeBarros	Board Member	2022-02-28
0001669191-22-000209	5	Gerardo  Melendrez	Board Member	2022-02-28
0001669191-22-000209	3	Robbie DeBarros	Principal Accounting Officer	2022-02-28
0001669191-22-000208	1	James Buchanan	Principal Executive Officer	2022-02-28
0001669191-22-000208	4	James Buchanan	Board Member	2022-02-28
0001669191-22-000208	3	James Buchanan	Principal Accounting Officer	2022-02-28
0001669191-22-000208	2	James Buchanan	Principal Financial Officer	2022-02-28
0001669191-22-000207	1	John Bauman	Principal Executive Officer	2022-02-28
0001669191-22-000207	2	John Bauman	Principal Financial Officer	2022-02-28
0001669191-22-000207	5	Marshall Kaplan Ph.D.	Board Member	2022-02-28
0001669191-22-000207	4	John Bauman	Board Member	2022-02-28
0001669191-22-000207	3	John Bauman	Principal Accounting Officer	2022-02-28
0001669191-22-000206	1	Dr. Jeffrey Arle	Principal Executive Officer	2022-02-28
0001669191-22-000206	2	Dr. Jeffrey Arle	Principal Financial Officer	2022-02-28
0001669191-22-000206	6	Jay Shils	Board Member	2022-02-28
0001669191-22-000206	4	Kris Carlson	Board Member	2022-02-28
0001669191-22-000206	5	Maurizio Patricelli	Board Member	2022-02-28
0001669191-22-000206	3	Dr. Jeffrey Arle	Principal Accounting Officer	2022-02-28
0001669191-22-000205	1	Farideh Bischoff	Principal Executive Officer	2022-02-28
0001669191-22-000205	2	Linda Holder	Principal Financial Officer	2022-02-28
0001669191-22-000205	5	Menachem Shavit	Board Member	2022-02-28
0001669191-22-000205	4	Farideh Bischoff	Board Member	2022-02-28
0001669191-22-000205	3	Stephanie Sangare	Principal Accounting Officer	2022-02-28
0001669191-22-000204	4	Uri Stern	Board Member	2022-02-28
0001669191-22-000204	3	David Young	Principal Accounting Officer	2022-02-28
0001669191-22-000204	2	David Young	Principal Financial Officer	2022-02-28
0001669191-22-000204	1	David Young	Principal Executive Officer	2022-02-28
0001669191-22-000204	5	Michael Herr	Board Member	2022-02-28
0001669191-22-000203	7	Mark Frohlich	Board Member	2022-02-28
0001669191-22-000203	5	Cathy Sohn	Board Member	2022-02-28
0001669191-22-000203	4	Gregory Schiffman	Board Member	2022-02-28
0001669191-22-000203	3	Pamela Contag	Principal Accounting Officer	2022-02-28
0001669191-22-000203	2	Pamela Contag	Principal Financial Officer	2022-02-28
0001669191-22-000203	1	Pamela Contag	Principal Executive Officer	2022-02-28
0001669191-22-000203	6	Pamela Contag	Board Member	2022-02-28
0001669191-22-000202	1	Dennis  Dresser	Principal Executive Officer	2022-02-28
0001669191-22-000202	2	Bruce  Weber	Principal Financial Officer	2022-02-28
0001669191-22-000202	6	Bruce  Weber	Board Member	2022-02-28
0001669191-22-000202	4	Dennis  Dresser	Board Member	2022-02-28
0001669191-22-000202	5	Xugang Li	Board Member	2022-02-28
0001669191-22-000202	3	Bruce  Weber	Principal Accounting Officer	2022-02-28
0001669191-22-000201	1	Leonard S.   Johnson Ph.D. student	Principal Executive Officer	2022-02-28
0001669191-22-000201	4	Leonard S.   Johnson Ph.D. student	Board Member	2022-02-28
0001669191-22-000201	3	Leonard S.   Johnson Ph.D. student	Principal Accounting Officer	2022-02-28
0001669191-22-000201	5	Dr. Alexander  Nawrocki Ph.D.	Board Member	2022-02-28
0001669191-22-000201	2	Leonard S.   Johnson Ph.D. student	Principal Financial Officer	2022-02-28
0001851491-22-000003	3	/Gene Song	Chief Revenue Officer	2022-02-28
0001851491-22-000003	2	Morgan McLachlan	Chief Product Officer	2022-02-28
0001851491-22-000003	1	Mark Lynn	Chief Executive Officer	2022-02-28
0001669191-22-000200	1	Mark  Newbauer	Principal Executive Officer	2022-02-28
0001669191-22-000200	4	Mark  Newbauer	Board Member	2022-02-28
0001669191-22-000200	3	Mark  Newbauer	Principal Accounting Officer	2022-02-28
0001669191-22-000200	2	Mark  Newbauer	Principal Financial Officer	2022-02-28
0001669191-22-000199	1	James Mulford	Principal Executive Officer	2022-02-28
0001669191-22-000199	2	James Mulford	Principal Financial Officer	2022-02-28
0001669191-22-000199	3	James Mulford	Principal Accounting Officer	2022-02-28
0001669191-22-000199	4	James Mulford	Board Member	2022-02-28
0001669191-22-000199	5	David Sterling	Board Member	2022-02-28
0001669191-22-000199	6	Roderick McLean	Board Member	2022-02-28
0001670254-22-000197	2	Cyril Goust	Cofounder	2022-02-25
0001670254-22-000197	3	Fabien Lamaison	Founder & CEO	2022-02-24
0001670254-22-000197	1	Thomas Rame	Cofounder	2022-02-25
0001669191-22-000198	3	Alan Rodriguez	Principal Accounting Officer	2022-02-28
0001669191-22-000198	4	Alan Rodriguez	Board Member	2022-02-28
0001669191-22-000198	1	Alan Rodriguez	Principal Executive Officer	2022-02-28
0001669191-22-000198	2	Alan Rodriguez	Principal Financial Officer	2022-02-28
0001670254-22-000195	1	Adam Gregory	Co-founder & COO	2022-02-24
0001670254-22-000195	2	Andrew Teravskis	Co-founder & CEO	2022-02-24
0001665160-22-000355	1	JD Claridge	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-28
0001665160-22-000355	2	Ben Toews	Director	2022-02-28
0001665160-22-000353	1	Jeffrey Kaplan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-28
0001644600-22-000030	1	David Mitlyng	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer, Director	2022-02-28
0001644600-22-000030	2	Roger Yee	Director	2022-02-28
0001665160-22-000351	1	Praveen Akula	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-28
0001665160-22-000351	2	Satheesh Kanchi	CTO	2022-02-28
0001665160-22-000351	3	Krishna Nadella	Board of Directors	2022-02-28
0001665160-22-000350	2	Thomas Hardiman	Executive Vice President and Member of the Board of Directors	2022-02-28
0001665160-22-000350	1	Lyn Yaffe, M.D.	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-28
0001665160-22-000350	3	Brad Stezoski	Member of the Board of Directors	2022-02-28
0001911560-22-000004	1	Bryan Price	Managing Member	2022-02-28
0001875534-22-000001	1	Billy Carson by Sean Fuellhart POA	CEO	2022-02-28
0001878661-22-000002	1	Marco Vallejo Jr	President	2022-02-28
0001878661-22-000001	1	Eric Kraemer	Managing Member	2022-02-28
0001746059-22-000083	1	Daniel Bund	Owner and Founder	2022-02-28
0001755224-22-000002	1	Nicolas Ortega	CEO	2022-02-28
0001755224-22-000001	1	Christian Zimmerman	CEO	2022-02-28
0001669191-22-000179	1	Zachary Sadow	Principal Executive Officer	2022-02-28
0001669191-22-000179	2	Bina Khan	Principal Financial Officer	2022-02-28
0001669191-22-000179	3	Bina Khan	Principal Accounting Officer	2022-02-28
0001669191-22-000179	4	Christopher Kelley	Board Member	2022-02-28
0001669191-22-000179	5	Cynthia Archer	Board Member	2022-02-28
0001912250-22-000002	1	Cristina Africano	Co-Owner	2022-02-28
0001670254-22-000193	1	Leslie Fulton	Secretary	2022-02-23
0001670254-22-000190	2	Soulaima Gourani	Co-founder & CEO	2022-02-23
0001670254-22-000192	1	Lopa van der Mersch	Founder & CEO	2022-02-23
0001910990-22-000002	1	Kerry Anne Schultz	Manager	2022-02-25
0001665160-22-000349	1	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-25
0001670254-22-000190	3	Soulaima Gourani	Co-founder & CEO	2022-02-23
0001670254-22-000193	2	Tim Fulton	CEO	2022-02-23
0001670254-22-000190	1	Brian Prytz Frandsen	Co-founder & COO	2022-02-23
0001747803-22-000003	1	Monique Crayton	COO, Sole Member	2022-02-25
0001747803-22-000003	2	Monique Crayton	COO	2022-02-25
0001861745-22-000007	1	Brandon Thurman	Founder & President	2022-02-25
0001670254-22-000189	1	Douglas McCright	President and Co-Founder	2022-02-25
0001670254-22-000189	2	Matthew Andelman	CEO & Co-Founder	2022-02-25
0001747803-22-000002	1	Carlos Fernando Mendez	Director	2022-02-25
0001747803-22-000002	2	Melissa Mendez	Director	2022-02-25
0001665160-22-000348	1	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-25
0001665160-22-000346	2	Lee Dudka	Director	2022-02-25
0001665160-22-000346	1	Yong Zhao	CEO and Director	2022-02-25
0001665160-22-000343	1	Anthony Accetta	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-25
0001665160-22-000341	1	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-25
0001669191-22-000177	6	Dan Funk	Board Member	2022-02-25
0001669191-22-000177	2	Philipa Booyens	Principal Financial Officer	2022-02-25
0001669191-22-000177	1	Jaco Booyens	Principal Executive Officer	2022-02-25
0001669191-22-000177	4	Philipa Booyens	Board Member	2022-02-25
0001669191-22-000177	3	Dan Funk	Principal Accounting Officer	2022-02-25
0001669191-22-000177	5	Jaco Booyens	Board Member	2022-02-25
0001665160-22-000340	1	Ikaika Hussey	CEO and Director	2022-02-25
0001665160-22-000340	2	Aaron Ellis	CFO	2022-02-25
0001665160-22-000338	2	Alejandro Abarca	Co Founder, Director & CTO	2022-02-25
0001665160-22-000338	3	Juan Felipe Yee	Co Founder, Director & CMO	2022-02-25
0001665160-22-000338	4	Joost Leeflang	Director	2022-02-25
0001665160-22-000338	5	Chiu Chau	Advisor	2022-02-25
0001665160-22-000338	6	Mario Moises Alvarez	Advisor	2022-02-25
0001665160-22-000338	1	Liza Velarde	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-25
0001665160-22-000337	1	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.	2022-02-25
0001669191-22-000175	5	Bruce Watanabe	Board Member	2022-02-25
0001669191-22-000175	2	Thu Truong	Principal Financial Officer	2022-02-25
0001669191-22-000175	3	Thu Truong	Principal Accounting Officer	2022-02-25
0001669191-22-000175	4	Thu Truong	Board Member	2022-02-25
0001669191-22-000175	1	Bruce Watanabe	Principal Executive Officer	2022-02-25
0001669191-22-000173	4	Daniel Richard	Board Member	2022-02-25
0001669191-22-000173	3	Edward Cowle	Board Member	2022-02-25
0001669191-22-000173	1	Edward Cowle	Principal Executive Officer	2022-02-25
0001669191-22-000173	2	Jon Packer	Board Member	2022-02-25
0001669191-22-000171	5	Ezekiel Jackson	Board Member	2022-02-25
0001669191-22-000171	4	Dermell Brunson	Board Member	2022-02-25
0001669191-22-000171	3	Dermell Brunson	Principal Accounting Officer	2022-02-25
0001669191-22-000171	1	Dermell Brunson	Principal Executive Officer	2022-02-25
0001669191-22-000171	2	Dermell Brunson	Principal Financial Officer	2022-02-25
0001830612-22-000001	1	Natalie Madsen	Executive Producer	2022-02-25
0001830612-22-000001	2	Mallory Everton	CEO	2022-02-25
0001665160-22-000336	2	Duane Dahl	Advisor	2022-02-25
0001665160-22-000336	1	Robert Rast	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-25
0001746059-22-000082	1	Bobby McAfee-Leason	Owner and Founder	2022-02-25
0001850551-22-000001	1	Rafael Groswirt	President	2022-02-25
0001665160-22-000335	1	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-24
0001670254-22-000188	1	Delian Asparouhov	Board Member	2022-02-24
0001670254-22-000188	2	Bob Messerschmidt	Founder and CEO	2022-02-15
0001893268-22-000001	2	Devin Serago	COO	2022-02-24
0001906097-22-000001	1	Michael Paul Kiser	President	2022-02-24
0001893268-22-000001	1	Josh Israel	CEO	2022-02-24
0001873895-22-000001	1	Jack Benzaquen	Manager	2022-02-24
0001669191-22-000169	1	John Honour	Principal Executive Officer	2022-02-24
0001669191-22-000169	7	John Honour	Board Member	2022-02-24
0001669191-22-000169	2	R. Glenn Kirk	Principal Financial Officer	2022-02-24
0001669191-22-000169	3	R. Glenn Kirk	Principal Accounting Officer	2022-02-24
0001669191-22-000169	4	James Gaspard	Board Member	2022-02-24
0001669191-22-000169	5	Charles Guillory	Board Member	2022-02-24
0001669191-22-000169	6	R. Glenn Kirk	Board Member	2022-02-24
0001669191-22-000167	2	Kranthi Bathula	Principal Financial Officer	2022-02-24
0001669191-22-000167	3	Ganga Bathula	Principal Accounting Officer	2022-02-24
0001669191-22-000167	1	Ganga Bathula	Principal Executive Officer	2022-02-24
0001669191-22-000167	4	Kranthi Bathula	Board Member	2022-02-24
0001669191-22-000167	5	Ganga Bathula	Board Member	2022-02-24
0001669191-22-000165	1	Lisa Williams	Principal Executive Officer	2022-02-24
0001669191-22-000165	4	Lisa Williams	Board Member	2022-02-24
0001669191-22-000165	3	Lisa Williams	Principal Accounting Officer	2022-02-24
0001669191-22-000165	2	Lisa Williams	Principal Financial Officer	2022-02-24
0001669191-22-000163	4	Triccia Ramos	Board Member	2022-02-24
0001669191-22-000163	5	Raju Panjwani	Board Member	2022-02-24
0001669191-22-000163	3	Raju Panjwani	Principal Accounting Officer	2022-02-24
0001669191-22-000163	2	Raju Panjwani	Principal Financial Officer	2022-02-24
0001669191-22-000163	1	Raju Panjwani	Principal Executive Officer	2022-02-24
0001669191-22-000161	3	Yu-Cheng (Mike) Kao	Principal Accounting Officer	2022-02-24
0001669191-22-000161	4	Rodney Reum	Board Member	2022-02-24
0001669191-22-000161	5	Vincenzo DePalma	Board Member	2022-02-24
0001669191-22-000161	6	Nicolette Keith	Board Member	2022-02-24
0001669191-22-000161	9	Pasquale Lavacca	Board Member	2022-02-24
0001669191-22-000161	1	Rodney Reum	Principal Executive Officer	2022-02-24
0001669191-22-000161	8	Kenneth Reardon	Board Member	2022-02-24
0001669191-22-000161	7	Carlo Rossato	Board Member	2022-02-24
0001669191-22-000161	2	Nicolette Keith	Principal Financial Officer	2022-02-24
0001908302-22-000002	1	Gabrielle Vanounou	Co-Owner	2022-02-24
0001665160-22-000334	1	Claude Harris	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-24
0001665160-22-000333	1	Luke Phelps	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-24
0001665160-22-000332	3	Uri Zilberman	Advisor	2022-02-24
0001665160-22-000332	2	Ofer Shapiro	Advisor	2022-02-24
0001665160-22-000332	1	Eshed Doni	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-24
0001912250-22-000001	1	Cristina Africano	Co-Owner	2022-02-24
0001665160-22-000331	1	Peter Farmakis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-24
