ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-22-002366	2	David Spock	Director	2022-09-08
0001665160-22-002365	1	Dele Atanda	CEO and President	2022-09-08
0001665160-22-002364	1	Steve E. Tice	CEO, Director, Treasurer	2022-09-08
0001665160-22-002364	2	Andres Diego Langesfeld	Director	2022-09-08
0001665160-22-002360	1	Ryan Burningham	CEO and Director	2022-09-08
0001665160-22-002360	2	Ryan Ouzounian	Company Treasurer and Chief Information Officer	2022-09-08
0001665160-22-002359	1	Mitchell Goldberg	President, Secretary, Treasurer, Principal Financial Officer and Director	2022-09-08
0001665160-22-002359	2	Steven Sablotsky	Director	2022-09-08
0001943767-22-000004	1	Jason Patel	CEO	2022-09-08
0001943414-22-000001	1	Rose Nix-Bradley	CFO	2022-09-08
0001665160-22-002357	1	Kelly Roman	CEO and Director	2022-09-07
0001665160-22-002357	2	Charles Fisher	CFO and Director	2022-09-07
0001779469-22-000002	1	Brock Heasley	CEO	2022-09-07
0001665160-22-002355	1	George Andrew Ochoa	Chief Executive Officer, Director, Chairman	2022-09-07
0001665160-22-002356	1	George Levy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-07
0001665160-22-002358	1	Greg Johnson	Chief Executive Officer & Director	2022-09-07
0001665160-22-002358	2	Randy Squires	Director	2022-09-07
0001670254-22-000925	1	Hugh Molotsi	Founder and CEO	2022-09-07
0001665160-22-002358	3	David Martin	Director	2022-09-07
0001665160-22-002354	2	Petra Wood	Director, Vice President, Head of Growth, Chief Operating Officer, and Secretary	2022-09-07
0001665160-22-002354	1	Paul Sieradzki	Director, Treasurer, Head of Product, Chief Executive Officer, and President	2022-09-07
0001670254-22-000923	1	Uday Chandra	CEO and co-founder	2022-09-06
0001670254-22-000921	1	Sergio Ribeiro	Founder & CEO	2022-08-31
0001886189-22-000001	1	/s/Colin Breeze	Director, President	2022-09-07
0001746059-22-000333	1	Deric Cahill	Owner and Founder	2022-09-07
0001917228-22-000002	1	David Soler	COO	2022-09-07
0001917228-22-000002	3	George Jamison	Co-Owner	2022-09-07
0001917228-22-000002	2	Patrick Maguire	Co-Owner	2022-09-07
0001670254-22-000918	3	Kevin Wolf	CEO and Co-founder	2022-09-03
0001937440-22-000003	1	Hoda Rezaei Mehr	President, Chief Executive Officer and Director	2022-08-29
0001937440-22-000003	2	Arash Raeisi Nia	Director	2022-08-29
0001670254-22-000918	2	Christine Nielson	President of WH Pilot Project	2022-09-03
0001670254-22-000918	1	Cornelius Fitzgerald	CFO	2022-09-06
0001670254-22-000916	2	Lucien Morin	CEO	2022-04-23
0001670254-22-000916	1	Jacob Fackrell	COO	2022-09-06
0001936384-22-000004	3	/s/ Tevya Finger	Manager	2022-09-06
0001936384-22-000004	2	/s/ Herwig Konings	Manager	2022-09-06
0001936384-22-000004	1	/s/ Kyle Sonlin	Chief Executive Officer	2022-09-06
0001525852-22-000003	1	S.Rubin	CEO	2022-09-06
0001670254-22-000914	1	Johannes Rudolph Stander	Non-Executive Board Member	2022-09-06
0001670254-22-000914	2	Jared Broad	CEO & Founder	2022-09-06
0001665160-22-002352	1	Anthony Taylor Weber	CEO, CFO, President, Secretary, Chairman of the Board	2022-09-06
0001746059-22-000332	1	Marc Dosik	Managing Member	2022-09-06
0001665160-22-002350	1	Patrick Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-06
0001730695-22-000008	1	Daniel Gouldman	Director	2022-09-06
0001730695-22-000008	3	Mark Morales	Director	2022-09-06
0001730695-22-000008	2	Ian Kane	Director	2022-09-06
0001942554-22-000003	3	Filippo Schiano di Pepe	Director	2022-09-06
0001942554-22-000003	1	Alessandro Rossi	Director	2022-09-06
0001942554-22-000003	2	Federico Schiano di Pepe	Director	2022-09-06
0001665160-22-002349	1	Chase Hamilton	CEO, President, Treasurer, principal accounting officer, and Director	2022-09-06
0001665160-22-002349	2	Michael Marotta	Secretary and Director	2022-09-06
0001746059-22-000331	1	Robert King	Owner and CEO	2022-09-06
0001940048-22-000001	1	Melinda Durham	President	2022-09-06
0001650200-22-000002	2	Ryan Craft	Director	2022-09-06
0001650200-22-000002	1	Ray Sturm	Director	2022-09-06
0001860270-22-000008	2	Russell Gong	Director	2022-09-06
0001860270-22-000008	1	Achal Patel	Director	2022-09-06
0001937409-22-000002	1	Jacob Whitman	CEO	2022-07-11
0001421744-22-000009	1	Gaetano Scuderi	Founder & Chairman of the Board	2022-04-06
0001421744-22-000009	2	Joey Bose	CEO & President	2022-04-06
0001421744-22-000009	3	Phil LoGrasso	CEO & President	2022-04-06
0001421744-22-000009	4	Tracey Goeken	CEO & President	2022-04-06
0001421744-22-000009	5	Gordon Ramseier	CEO & President	2022-04-06
0001665160-22-002348	1	Jeffrey Quinton Irish	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-09-02
0001096906-22-002138	1	/s/ Mark A. Ryan	CEO	2022-09-02
0001665160-22-002347	1	Thierry Chateau	CEO, Director, President, Secretary, and Treasurer	2022-09-02
0001665160-22-002347	2	Christiane Chateau	CFO	2022-09-02
0001665160-22-002346	1	Mary Gardner	CEO, Director/Board Member, Principal Financial Officer	2022-09-02
0001665160-22-002346	2	Daniel Bradbury	Board Director	2022-09-02
0001669191-22-000865	5	Neil  Kelleher	Board Member	2022-09-02
0001669191-22-000865	4	Rajmony Pannu	Board Member	2022-09-02
0001669191-22-000865	6	William  Metcalf	Board Member	2022-09-02
0001669191-22-000865	1	Jack Kloeber	Principal Executive Officer	2022-09-02
0001669191-22-000865	2	Jack Kloeber	Principal Financial Officer	2022-09-02
0001669191-22-000865	3	Jack Kloeber	Principal Accounting Officer	2022-09-02
0001669191-22-000865	7	Regan Thomson	Board Member	2022-09-02
0001665160-22-002345	1	Andrei T. Evulet	President, CEO, CTO, Director	2022-09-02
0001665160-22-002345	2	Simina Farcasiu	CFO, Treasurer	2022-09-02
0001665160-22-002345	3	Denis Dancanet	Director	2022-09-02
0001644600-22-000108	4	Richard Joye	Chairman, Director	2022-09-02
0001644600-22-000108	3	Alejandro Sanchez	Chief Marketing Officer	2022-09-02
0001644600-22-000108	2	Jean-Daniel Sciboz	Chief Administrative Officer and Interim Chief Operating Officer	2022-09-02
0001644600-22-000108	1	Jose Escuredo Roldan	Chief Executive Officer	2022-09-02
0001644600-22-000108	5	Luisa Fernanda Sugisawa Gil	Secretary of the Board, Director	2022-09-02
0001871367-22-000005	1	Nicole Accetta	CFO/COO, Vice president Secretary Director	2022-07-15
0001883555-22-000002	1	Chris Chiari	Director	2022-09-02
0001620524-22-000002	4	Brian Lipke	Director	2022-08-31
0001620524-22-000002	3	Gerald Kluft	Director	2022-08-31
0001620524-22-000002	7	Daniel Hamister	Director	2022-08-30
0001620524-22-000002	1	Jonelle Toothman	Director, Chief Executive Officer, President and Secretary	2022-08-30
0001620524-22-000002	5	Jamie Grooms	Director	2022-08-30
0001620524-22-000002	6	Sherrick Wassel	Director	2022-08-30
0001620524-22-000002	2	Elad Levy	Director	2022-08-30
0001933953-22-000002	1	Christopher Cannucciari	Chief Executive Officer, White Paper Films, LLC	2022-09-01
0001747584-22-000031	1	Scott Ringlein	President	2022-09-01
0001746059-22-000330	1	Thomas Euhara	Owner and CEO	2022-09-01
0001665160-22-002343	1	Scott Kelly Donoho	Owner	2022-08-31
0001669191-22-000862	1	Leonard S.   Johnson Ph.D. student	Principal Executive Officer	2022-09-01
0001669191-22-000862	2	Leonard S.   Johnson Ph.D. student	Principal Financial Officer	2022-09-01
0001669191-22-000862	4	Leonard S.   Johnson Ph.D. student	Board Member	2022-09-01
0001669191-22-000862	3	Leonard S.   Johnson Ph.D. student	Principal Accounting Officer	2022-09-01
0001669191-22-000862	5	Dr. Alexander  Nawrocki Ph.D.	Board Member	2022-09-01
0001669191-22-000861	3	Robert Waterman	Principal Accounting Officer	2022-09-01
0001669191-22-000861	4	Robert Waterman	Board Member	2022-09-01
0001669191-22-000861	2	Robert Waterman	Principal Financial Officer	2022-09-01
0001669191-22-000861	1	Robert Waterman	Principal Executive Officer	2022-09-01
0001665160-22-002340	2	Phil Brady	Director	2022-09-01
0001665160-22-002340	1	Tuan Nguyen	CEO, Co-Founder, Director, and Principal Accounting Officer	2022-09-01
0001670254-22-000913	1	Sheila Tan	Founder/CMO	2022-09-01
0001670254-22-000913	2	Scott Seidewitz	Founder/CEO	2022-08-31
0001670254-22-000911	1	Sheila Tan	Founder/Chair	2022-08-31
0001670254-22-000911	2	Scott Seidewitz	Founder/CEO	2022-05-02
0001746059-22-000328	1	Cleon Byron	Owner and CEO	2022-09-01
0001936495-22-000003	1	Stephen Gates	President	2022-09-01
0001665160-22-002338	2	Christopher Nordling	CFO and Director	2022-09-01
0001665160-22-002338	1	Mark Paul	CEO, Secretary, and Director	2022-09-01
0001746059-22-000327	1	Tonisha Gilliard	Owner and CEO	2022-09-01
0001669191-22-000857	3	Nikolaos Tezapsidis	Principal Accounting Officer	2022-09-01
0001669191-22-000857	2	Nikolaos Tezapsidis	Principal Financial Officer	2022-09-01
0001669191-22-000857	1	Nikolaos Tezapsidis	Principal Executive Officer	2022-09-01
0001669191-22-000857	5	James Harris	Board Member	2022-09-01
0001669191-22-000857	6	Thomas Humphries	Board Member	2022-09-01
0001669191-22-000857	7	John Wesson Ashford	Board Member	2022-09-01
0001669191-22-000857	4	Nikolaos Tezapsidis	Board Member	2022-09-01
0001104659-22-096750	8	/s/ Gilad Glick	Board Member	2022-09-01
0001104659-22-096750	7	/s/ Christy Jones	Board Member	2022-09-01
0001104659-22-096750	6	/s/ Beth A. Brooke	Board Member	2022-09-01
0001104659-22-096750	5	/s/ Jeffrey Hitchcock	Board Member	2022-09-01
0001104659-22-096750	4	/s/ Sean D. Carney	Board Member	2022-09-01
0001104659-22-096750	3	/s/ Martha G. Aronson	Chief Strategy Officer	2022-09-01
0001104659-22-096750	1	/s/ Gilbert Clarke	Chief Financial Officer	2022-09-01
0001104659-22-096750	2	/s/ Edward Damiano	Executive Chair and Board Member	2022-09-01
0001670254-22-000905	3	Guy Feingold	COO	2022-08-29
0001670254-22-000909	1	Jacob Guss	Founder, CEO	2022-08-22
0001670254-22-000907	1	Jos Luis Silva Vzquez	Board Member and Investor	2022-08-31
0001670254-22-000907	2	Carl Palme	Founder + CEO	2022-08-31
0001942207-22-000002	1	Jamison Manwaring	Manager of the Manager, Neighborhood Management, LLC	2022-08-31
0001670254-22-000903	2	Shahin Lauritzen	Chief Executive Officer	2022-08-30
0001670254-22-000905	1	Jonathan Habshush	CEO	2022-08-31
0001670254-22-000905	2	Yoav Markiewicz	Strategy	2022-08-29
0001670254-22-000903	1	Bojana Knezevic	COO	2022-08-30
0001665160-22-002333	1	Nikolaos Tezapsidis	Chief Executive Officer, President and Chairman of the Board of Directors	2022-08-31
0001746059-22-000326	1	Jeffrey Brown	Owner and CoFounder	2022-08-31
0001670254-22-000901	2	Christopher Meade	co-founder	2022-08-30
0001670254-22-000901	1	Christopher Koop	CFO	2022-08-31
0001670254-22-000901	3	Gregory Meade	Co-Founder & Chief Executive Officer	2022-08-30
0001942218-22-000003	2	Irina Faybusovich	Director	2022-08-31
0001942218-22-000003	1	Allen Kaplun	Director	2022-08-31
0001869516-22-000002	1	/s/ Colin Anderson	President	2022-08-31
0001746059-22-000325	1	Ruben Seyde	Owner and CEO	2022-08-31
0001746059-22-000324	1	Lyndsey Simpson	Owner and CEO	2022-08-31
0001861745-22-000011	1	Brandon Thurman	Founder & President	2022-08-31
0001670254-22-000899	1	Matt Fargo	Director	2022-08-31
0001670254-22-000899	4	Jim Lamancusa	Founder and CEO	2022-08-31
0001670254-22-000899	3	Jay Hirsh	Managing partner	2022-08-31
0001670254-22-000899	2	James Cali	General Partner	2022-08-31
0001665160-22-002331	2	Michael McCaffrey	Chief Financial Officer (CFO), Principal Financial Officer and Principal Accounting Officer or Controller	2022-08-31
0001665160-22-002331	1	Gregory O. Welch	CEO, Principal Executive Officer and Director	2022-08-31
0001665160-22-002329	1	Lyn Yaffe	CEO, Secretary, Treasurer, Chairman, CFO/Principal Accounting Officer	2022-08-31
0001665160-22-002329	2	Xianren Wu	Scientific Advisor, Director	2022-08-31
0001665160-22-002329	3	Thomas Hardiman	Executive Vice President, Director	2022-08-31
0001665160-22-002329	4	Brad Stezoski	Director	2022-08-31
0001665160-22-002326	1	Balakrishnan Nair	CEO & President	2022-08-30
0001746059-22-000322	1	John Ayars	President	2022-08-30
0001938967-22-000002	2	Brad Larson	Director	2022-08-30
0001938967-22-000002	1	Lacey Kaelani	Director	2022-08-30
0001665160-22-002325	2	Andy Weiner	COO	2022-08-30
0001665160-22-002325	1	Keith Chapman	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-08-30
0001665160-22-002327	1	Chris James	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-08-30
0001746059-22-000323	1	Sarah Holland	Owner and Founder	2022-08-30
0001665160-22-002324	1	Claudio Randal Serafini	Chief Executive Officer	2022-08-30
0001665160-22-002324	2	Randal Alexander Serafini	Chief Operating Officer and President	2022-08-30
0001665160-22-002324	3	Sumeet Murarka	Chief Technology Officer	2022-08-30
0001665160-22-002326	3	Kristin Martinez	Board Member	2022-08-30
0001665160-22-002326	2	Rahul Shendure	Chairman, Board of Directors	2022-08-30
0001815196-22-000003	1	/s/ Paul Wilcox	Manager	2022-08-30
0001815196-22-000003	2	/s/ Chris Roberts	Manager	2022-08-30
0001669191-22-000854	1	Daniel Done	Principal Executive Officer	2022-08-30
0001669191-22-000854	2	Daniel Done	Principal Financial Officer	2022-08-30
0001669191-22-000854	3	Daniel Done	Principal Accounting Officer	2022-08-30
0001669191-22-000854	4	Daniel Done	Board Member	2022-08-30
0001869516-22-000001	1	/s/ Colin Anderson	President	2022-08-30
0001665160-22-002323	1	Darius Grandberry	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2022-08-30
0001665160-22-002322	4	Diane Tang Liu	CEO, President and Director	2022-08-30
0001665160-22-002322	3	Larry Hsu	Director	2022-08-30
0001665160-22-002322	2	Jinn Wu	Chairman and Director	2022-08-30
0001665160-22-002322	1	Michael Dorsey	Director of Finance and Accounting	2022-08-30
0001861745-22-000010	1	Brandon Thurman	Founder & President	2022-08-30
0001096906-22-002052	1	/s/ Kaylee McMahon	Manager	2022-08-26
0001665160-22-002320	1	Christopher Dellolio	CEO	2022-08-30
0001665160-22-002320	2	Hilart Abrahamian	COO	2022-08-30
0001665160-22-002320	3	Michael Tanzer	Director	2022-08-30
0001665160-22-002320	4	Hooman Simon Lahijani	Director	2022-08-30
0001901875-22-000003	1	Greg LoPiccolo	CEO	2022-08-30
0001943767-22-000003	1	Jason Patel	CEO	2022-08-30
0001874161-22-000004	1	Viola J. Carmona	Sole Director and Chief Executive Officer	2022-08-29
0001670254-22-000898	6	Ben Cloud	Chief Executive Officer	2022-08-22
0001670254-22-000898	5	Michael T Kirksey	Chief Financial Officer	2022-08-22
0001670254-22-000898	4	john M Foster	Director	2022-08-22
0001670254-22-000898	3	Stephen M. Butler	Director	2022-08-22
0001670254-22-000898	2	Alan Boyce	Director	2022-08-22
0001670254-22-000898	1	Michael B. Cavanaugh	Director	2022-08-23
0001932958-22-000004	1	Cecelia Towns-Scott	President	2022-07-21
0001665160-22-002319	2	Natasia Malaihollo	VP, Business Development	2022-08-29
0001665160-22-002319	1	Dawn Dickson	CEO, Secretary, CFO, Director	2022-08-29
0001665160-22-002317	3	Antoinette Gaskin	Board Member	2022-08-29
0001665160-22-002317	2	Terrence Gaskin	Board Member	2022-08-29
0001665160-22-002317	1	Michael Fischer	CEO and Principal Financial Officer	2022-08-29
0001936290-22-000002	1	Pablo Ortiz, Jr.	Owner	2022-08-29
0001669191-22-000851	1	John  Lavin	Principal Executive Officer	2022-08-29
0001669191-22-000851	3	John  Lavin	Principal Accounting Officer	2022-08-29
0001669191-22-000851	2	John  Lavin	Principal Financial Officer	2022-08-29
0001669191-22-000851	4	John  Lavin	Board Member	2022-08-29
0001665160-22-002315	2	Ed Chyau	Board Member	2022-08-29
0001665160-22-002315	1	Jack Al Kahwati	CEO, CFO and Board Member	2022-08-29
0001768309-22-000004	1	Adam Brandley	Chief Executive Officer	2022-08-26
0001665160-22-002313	3	Jeffrey T. Steiner	Vice President	2022-08-29
0001665160-22-002313	1	Jennifer Steiner Pool	President	2022-08-29
0001665160-22-002313	2	Nancy Steiner	Director	2022-08-29
0001937145-22-000002	1	Cornelius Antonio Payne	Owner	2022-08-29
0001746059-22-000321	1	Paul King MD	Owner and CEO	2022-08-29
0001939688-22-000004	1	Phil Kim	Manager	2022-08-29
0001934754-22-000005	1	Kenyon Elliott	President	2022-08-29
0001934754-22-000004	1	Diana Siemer	President	2022-08-29
0001934754-22-000003	1	Sarah Dodge	President	2022-08-29
0001931426-22-000004	1	Amber Duncan	President	2022-08-29
0001669191-22-000849	3	Steve Wilcenski	Principal Accounting Officer	2022-08-29
0001669191-22-000849	5	Steve Wilcenski	Board Member	2022-08-29
0001669191-22-000849	4	Jason  Taylor	Board Member	2022-08-29
0001669191-22-000849	2	Steve Wilcenski	Principal Financial Officer	2022-08-29
0001669191-22-000849	1	Steve Wilcenski	Principal Executive Officer	2022-08-29
0001669191-22-000847	2	Steve Wilcenski	Principal Financial Officer	2022-08-29
0001669191-22-000847	3	Steve Wilcenski	Principal Accounting Officer	2022-08-29
0001669191-22-000847	4	Jason  Taylor	Board Member	2022-08-29
0001669191-22-000847	5	Steve Wilcenski	Board Member	2022-08-29
0001669191-22-000847	1	Steve Wilcenski	Principal Executive Officer	2022-08-29
0001670254-22-000883	2	Sonia Russell	Co-Founder and CEO	2022-08-26
0001880253-22-000002	1	Rachel Finger	Manager	2022-08-26
0001926740-22-000001	1	Herby Coakley	Director	2022-08-26
0001665160-22-002307	1	Ethan Blount	CEO	2022-08-26
0001665160-22-002311	1	Daniel Mena	Manager	2022-08-26
0001670254-22-000885	1	Noel Coon	Director	2022-08-26
0001670254-22-000885	2	Hollie Owsley	Board Member	2022-08-26
0001670254-22-000885	3	Aaron V Sandeen	Board Member	2022-08-26
0001670254-22-000885	4	Matt Rosen	Board Member	2022-08-26
0001670254-22-000885	5	Sean Bair	CEO	2022-08-26
0001746059-22-000319	1	Thomas Euhara	Owner and CEO	2022-08-26
0001670254-22-000881	1	Clement de Alcala	COO	2022-08-26
0001670254-22-000881	2	Somnath Ray	Cofounder + CEO	2022-08-25
0001670254-22-000888	1	Greg Hughes Belote	Founder & CTO	2022-08-26
0001670254-22-000888	2	Nick Tommarello	Founder & CEO	2022-08-25
0001670254-22-000896	1	Andrew Shaker	Founder	2022-08-25
0001670254-22-000894	1	Roger Gant III	Director	2022-08-26
0001670254-22-000894	2	John Burch Leath Jr	Director	2022-08-26
0001670254-22-000894	3	David Shaner	Founder & CEO	2022-08-26
0001670254-22-000890	1	Hollie Owsley	Board Member	2022-08-26
0001670254-22-000890	2	Matt Rosen	Board Member	2022-08-26
0001670254-22-000886	1	Christopher S Miller	CTO	2022-08-25
0001670254-22-000886	2	Steve Gerritsen	Founder and CEO	2022-08-25
0001746059-22-000320	1	Peter Harkins	Owner and Founder	2022-08-26
0001670254-22-000883	1	David L. Walker, Jr.	Co-Founder and Chief Strategy Officer	2022-08-26
0001670254-22-000892	1	Gabriela Alves	COO- Co founder	2022-08-23
0001665160-22-002309	1	Robert Siegel	President and Chief Medical Officer	2022-08-26
0001670254-22-000890	4	Sean Bair	CEO	2022-08-26
0001670254-22-000892	2	Jennifer Eden	Founder, CEO	2022-08-23
0001670254-22-000890	3	Noel Coon	Shareholder	2022-08-26
0001932835-22-000001	1	Deepak Saxena	Chief Technology Officer	2022-08-26
0001932835-22-000001	2	Richard Ling	Director	2022-08-26
0001943767-22-000002	1	Jason Patel	Founder, CEO	2022-08-26
0001665160-22-002306	1	Jon Stone	CEO, Secretary, Director, Treasurer and Founder	2022-08-26
0001665160-22-002304	2	Balamuralee Balaguru	CTO and Director	2022-08-26
0001665160-22-002304	1	Benjamin Cook	CEO and President	2022-08-26
0001665160-22-002303	1	Rajini Anachi	CEO and President	2022-08-26
0001665160-22-002303	2	Bala Jana	Vice President, Treasurer, and Secretary	2022-08-26
0001746059-22-000318	1	Thomas Euhara	Owner and CEO	2022-08-26
0001669191-22-000845	3	Lisa Newmann	Principal Accounting Officer	2022-08-26
0001669191-22-000845	2	Lisa Newmann	Principal Financial Officer	2022-08-26
0001669191-22-000845	4	Lisa Newmann	Board Member	2022-08-26
0001669191-22-000845	1	Lisa Newmann	Principal Executive Officer	2022-08-26
0001665160-22-002302	1	Brian Tisher	CFO	2022-08-26
0001665160-22-002302	4	Michael Silver	CEO and Board Member	2022-08-26
0001665160-22-002302	3	Joseph Heanue	Board Member	2022-08-26
0001665160-22-002302	2	David Scalzo	Board Member	2022-08-26
0001875534-22-000006	1	Billy Carson by Sean Fuellhart POA	CEO	2022-08-26
0001875534-22-000005	1	Billy Carson by Sean Fuellhart POA	CEO	2022-08-26
0001665160-22-002300	1	Seth Yudof	CEO and Director	2022-08-26
0001665160-22-002300	2	Jayson Pearson	CFO, Secretary, and Director	2022-08-26
0001943835-22-000001	2	Tyler Shin	Manager of Revolving Kitchen - Fairview, LLC	2022-08-25
0001943835-22-000001	1	Tyler Shin	Manager Member of Revolving Kitchen Holdco, LLC, the sole Member of Revolving Kitchen - Fairview, LLC	2022-08-25
0001666102-22-000019	1	Matthew Baron	President	2022-08-25
0001670254-22-000879	1	John Debenedette	CEO	2022-08-24
0001670254-22-000875	2	Nishant Deshpande	CEO	2022-08-24
0001670254-22-000877	1	Darrell Pickens	CEO/CTO/Founder	2022-08-25
0001665160-22-002298	1	Tamar Lucien Blue	CEO and Director	2022-08-25
0001670254-22-000875	1	Bryan Stave	Chief Growth Officer	2022-08-24
0001665160-22-002297	2	Fernando Sanchez	Principal Financial Officer and Principal Accounting Officer	2022-08-25
0001665160-22-002297	1	Sam Adams	CEO, Principal Executive Officer and Director	2022-08-25
0001669191-22-000843	2	Bruce  Weber	Principal Financial Officer	2022-08-25
0001669191-22-000843	4	Dennis  Dresser	Board Member	2022-08-25
0001669191-22-000843	3	Bruce  Weber	Principal Accounting Officer	2022-08-25
0001669191-22-000843	1	Dennis  Dresser	Principal Executive Officer	2022-08-25
0001669191-22-000843	5	Xugang Li	Board Member	2022-08-25
0001669191-22-000843	6	Bruce  Weber	Board Member	2022-08-25
0001669191-22-000842	5	Timur Akilov	Board Member	2022-08-25
0001669191-22-000842	1	James  O'Loughlin	Principal Executive Officer	2022-08-25
0001669191-22-000842	4	James  O'Loughlin	Board Member	2022-08-25
0001669191-22-000842	2	Timur Akilov	Principal Financial Officer	2022-08-25
0001669191-22-000842	3	Timur Akilov	Principal Accounting Officer	2022-08-25
0001669191-22-000841	4	Peter  Goodman	Board Member	2022-08-25
0001669191-22-000841	3	Peter  Goodman	Principal Accounting Officer	2022-08-25
0001669191-22-000841	1	Peter  Goodman	Principal Executive Officer	2022-08-25
0001669191-22-000841	2	Peter  Goodman	Principal Financial Officer	2022-08-25
0001944074-22-000002	1	Adam Jones	CEO	2022-08-25
0001943961-22-000001	1	Shelli Pavone	Chief Executive Officer and Director	2022-08-25
0001943961-22-000001	2	Michelle Higginson	Chief Marketing Officer and Director	2022-08-25
0001665160-22-002296	3	Hamid Firooznia	Director	2022-08-25
0001665160-22-002296	2	Galiano Tiramani	Founder and Director	2022-08-25
0001665160-22-002296	1	Paolo Tiramani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-08-25
0001670254-22-000873	2	Jack Booty	Co-Founder	2022-08-24
0001670254-22-000873	1	Joshua g Booty	Secretary	2022-08-24
0001665160-22-002295	3	Hamid Firooznia	Director	2022-08-25
0001665160-22-002295	1	Paolo Tiramani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-08-25
0001665160-22-002295	2	Galiano Tiramani	Founder and Director	2022-08-25
0001746059-22-000317	1	Benjamin Forbes	Owner and Founder	2022-08-25
0001942249-22-000002	1	Meghan Litchfield	Director	2022-08-25
0001943249-22-000001	1	Lauren Hoheusle	President	2022-08-25
0001670254-22-000871	3	Stephen M. Butler	Director	2022-08-22
0001670254-22-000871	4	john M Foster	Director	2022-08-22
0001670254-22-000871	5	Michael T Kirksey	Chief Financial Officer	2022-08-22
0001670254-22-000871	6	Ben Cloud	Chief Executive Officer	2022-08-22
0001665160-22-002292	1	Mark McCormick	CEO, Treasurer, Principal Accounting Office, Director	2022-08-24
0001670254-22-000871	1	Michael B. Cavanaugh	Director	2022-08-23
0001932355-22-000003	1	Subash Yadav	Owner	2022-08-24
0001665160-22-002292	2	Zachary Zeller	President, Secretary, Director	2022-08-24
0001670254-22-000871	2	Alan Boyce	Director	2022-08-22
0001747584-22-000029	1	Kristal Hansley	CEO	2022-08-17
0001665160-22-002290	2	Kamesh Jasani	CTO	2022-08-24
0001665160-22-002290	1	Behshad (Ben) Jamshahi	CEO and Director	2022-08-24
0001760726-22-000003	1	Andrew Ferenci	Manager	2022-08-24
0001665160-22-002289	2	Michelle Carbon	CFO & General Counsel	2022-08-24
0001665160-22-002289	3	Charles Russell	Director	2022-08-24
0001665160-22-002289	1	Mark C. Russell	CEO & Director	2022-08-24
0001670254-22-000869	2	Douglas Jones	Chief Executive Officer	2022-08-19
0001670254-22-000869	1	Terry Clel Shafer	COO	2022-08-19
0001746059-22-000316	1	Stella Adena	Owner and Founder	2022-08-24
0001746059-22-000315	1	Ronald Besse	Owner and President	2022-08-24
0001935346-22-000002	1	Phillip Akhzar	Chief Executive Officer, President and Sole Director	2022-08-24
0001932355-22-000002	1	Subash Yadav	Owner	2022-08-24
0001665160-22-002288	1	Mark McCormick	CEO, Treasurer, Principal Accounting Office, Director	2022-08-24
0001665160-22-002288	2	Zachary Zeller	President, Secretary, Director	2022-08-24
0001746059-22-000314	1	Michael Gropper	Owner and Founder	2022-08-24
0001665160-22-002285	1	Landon Wilkinson	CEO, Director, and Secretary	2022-08-24
0001665160-22-002285	4	Michel Arseneau	CTO, Director	2022-08-24
0001665160-22-002285	3	Russ Wilkinson	Director	2022-08-24
0001665160-22-002285	2	Lonnie Gienger	CFO, Director	2022-08-24
0001880038-22-000006	2	Jessica I Roberts	Director	2022-08-23
0001880038-22-000006	1	Mickal P Adler	CEO/Director	2022-08-23
0001665160-22-002281	1	James V. Branstetter	CFO and Director	2022-08-23
0001893768-22-000005	2	Sanet Kritzinger	Manager	2022-08-23
0001665160-22-002280	1	Ben Chang	President, CEO, CFO, Director	2022-08-23
0001665160-22-002282	1	Erika Guerrero	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-08-23
0001893768-22-000005	1	David Michael Brett Johnson	Manager	2022-08-23
0001893768-22-000005	3	Osment Cunningham	Manager	2022-08-23
0001943843-22-000001	1	Jonathan Eaton	Director	2022-08-22
0001665160-22-002283	1	Howie Busch	CEO	2022-08-23
0001477932-22-006425	1	Darren Walz	CEO	2022-08-23
0001943842-22-000002	1	Raymond Kim	CEO	2022-08-23
0001665160-22-002278	1	Alex Malagon	CEO	2022-08-23
0001665160-22-002276	1	Joseph Crapanzo	CEO	2022-08-23
0001665160-22-002274	1	Sener Korkusuz	CEO, Director and Principal Accounting Officer	2022-08-23
0001665160-22-002272	1	Richard Gamarra	CEO	2022-08-23
0001665160-22-002270	4	Alex Diggins	CTO	2022-08-23
0001665160-22-002270	3	Matt Jerrild	Chief Financial Officer	2022-08-23
0001665160-22-002270	2	William Diggins Senior	Chairman	2022-08-23
