ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001746059-22-000416	1	Mark Beres	President & CEO	2022-11-29
0001669191-22-001107	2	Aman Stuppard	Principal Financial Officer	2022-11-29
0001669191-22-001107	5	Andy  Stuppard	Board Member	2022-11-29
0001669191-22-001107	4	Betsy  Kruger	Board Member	2022-11-29
0001669191-22-001107	1	Aman Stuppard	Principal Executive Officer	2022-11-29
0001669191-22-001107	3	Aman Stuppard	Principal Accounting Officer	2022-11-29
0001670254-22-001216	1	Katie Bramlett	CEO	2022-11-29
0001670254-22-001216	2	Tyler Bramlett	Co-Founder	2022-11-29
0001746059-22-000415	1	Mark Beres	President & CEO	2022-11-29
0001670254-22-001214	2	Monique Crayton	President/ Co-Founder,	2022-11-28
0001670254-22-001214	1	Tyla-simone Crayton	CEO	2022-11-29
0001665160-22-002988	3	Kevin Muldoon	Director	2022-11-29
0001665160-22-002988	2	Shital Patel	CFO	2022-11-29
0001665160-22-002988	1	Michael Gleason	CEO and Director	2022-11-29
0001665160-22-002987	2	Kachatur Chris Chivchyan	CFO	2022-11-29
0001665160-22-002987	1	Andranik Andy Chivchyan	CEO and President	2022-11-29
0001096906-22-002866	1	/s/ Alec Brewer	CEO, Director	2022-11-29
0001096906-22-002866	2	/s/ Kobe Rogers	COO, Director	2022-11-29
0001955387-22-000002	1	Joshua Boutwell	CEO	2022-11-29
0001870374-22-000002	1	Nate McLaughlin	CEO	2022-11-29
0001956028-22-000001	1	Zachary Erving	Director	2022-11-29
0001956028-22-000001	2	Phillip Belleau	Director	2022-11-29
0001670254-22-001212	1	Christian Risom	Boardmember	2022-11-29
0001670254-22-001212	3	Christian Nielsen	CEO	2022-11-29
0001670254-22-001212	2	Ole Andersen	Chairman	2022-11-29
0001665160-22-002985	1	Piper Cochrane	CEO	2022-11-29
0001665160-22-002985	2	Richard Kim	CFO, Board Director	2022-11-29
0001670254-22-001210	2	Mickal Adler	C-Founder, CEO	2022-11-21
0001670254-22-001210	1	Jessica Roberts	Director	2022-11-28
0001670254-22-001210	3	John K Roberts III	Co-Founder & President	2022-11-21
0001665160-22-002983	2	Nicholas Roy	Co-Founder, COO, and Director	2022-11-29
0001665160-22-002983	1	Bryan Heller	CEO, Director, and Principal Accounting Officer	2022-11-29
0001665160-22-002981	2	Matthew Goff	Director and CTO	2022-11-28
0001670254-22-001209	2	Scott Seidewitz	Founder/CEO	2022-11-22
0001670254-22-001209	1	Sheila K Tan	Founder/Chair	2022-11-22
0001665160-22-002981	3	Brett Vegas	Director and CMO	2022-11-28
0001665160-22-002981	1	Aaron Walls	CEO, Principal Accounting Officer, and Director	2022-11-28
0001669191-22-001105	4	Joseph Connell	Board Member	2022-11-28
0001669191-22-001105	2	Joseph Connell	Principal Financial Officer	2022-11-28
0001669191-22-001105	1	Joseph Connell	Principal Executive Officer	2022-11-28
0001669191-22-001105	3	Joseph Connell	Principal Accounting Officer	2022-11-28
0001669191-22-001103	4	Brad Gouldthorpe	Board Member	2022-11-28
0001669191-22-001103	3	Brad Gouldthorpe	Principal Accounting Officer	2022-11-28
0001669191-22-001103	1	Brad Gouldthorpe	Principal Executive Officer	2022-11-28
0001669191-22-001103	2	Brad Gouldthorpe	Principal Financial Officer	2022-11-28
0001665160-22-002980	2	Radhakrishnan D. Nair	COO and Director	2022-11-28
0001665160-22-002980	1	Ashutosh K. Das	President, CEO and Director	2022-11-28
0001665160-22-002978	1	Lyn Yaffe	CEO, Secretary, Treasurer, Chairman	2022-11-28
0001665160-22-002978	3	Brad Stezoski	Director	2022-11-28
0001665160-22-002978	2	Thomas Hardiman	Executive VP, Director	2022-11-28
0001951723-22-000001	1	Isai Bismark Cortez	Director	2022-11-28
0001665160-22-002977	1	Harry Singh	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-11-28
0001665160-22-002976	1	Wesley Montague	Founder, CEO and Manager	2022-11-28
0001665160-22-002976	2	Dan Barker	COO and Manager	2022-11-28
0001954497-22-000002	2	Kyle King	Founder	2022-11-28
0001954497-22-000002	1	George Cultraro II	Founder	2022-11-28
0001917228-22-000003	1	David Soler	COO	2022-11-28
0001917228-22-000003	3	Patrick Maguire	Co-Founder	2022-11-28
0001917228-22-000003	2	George Jamison	Co-Owner	2022-11-28
0001893227-22-000001	1	Christopher Roth	COE	2022-11-25
0001893227-22-000001	2	Brendan Rogers	CFO	2022-11-25
0001746059-22-000414	1	Dayne Bartscht	Managing Member	2022-11-25
0001746059-22-000414	2	Paul Hoskin	Member	2022-11-25
0001951290-22-000001	1	Matthew Egan	General Partner	2022-11-25
0001652564-22-000008	1	Paul H Miller	Owner, Managing Member	2022-11-23
0001665160-22-002974	1	Matt Sweetwood	CEO, Principal Accounting Officer, and Director	2022-11-23
0001665160-22-002974	2	Maurizio Sole Festa	COO and Director	2022-11-23
0001665160-22-002973	1	Justin Kantor	CEO, CFO, and Director	2022-11-23
0001665160-22-002971	3	Andy Wolverton	CFO	2022-11-23
0001665160-22-002971	7	Peter Orser	Chairman of the Board	2022-11-23
0001665160-22-002971	1	Bec Chapin	Co-CEO and Board Director	2022-11-23
0001665160-22-002971	4	Aaron Fairchild	Co-CEO, Co-Founder, Board Director	2022-11-23
0001665160-22-002971	5	Sam Lai	CDO and Board Director	2022-11-23
0001665160-22-002971	6	Donald Bunnell	Board Director	2022-11-23
0001665160-22-002971	2	Susan Fairchild	CMO	2022-11-23
0001665160-22-002969	1	Robert Gore	CEO	2022-11-23
0001669191-22-001101	4	Seymour Segnit	Board Member	2022-11-23
0001669191-22-001101	1	Seymour Segnit	Principal Executive Officer	2022-11-23
0001669191-22-001101	2	Seymour Segnit	Principal Financial Officer	2022-11-23
0001669191-22-001101	3	Seymour Segnit	Principal Accounting Officer	2022-11-23
0001669191-22-001101	5	Amy Rau Segnit	Board Member	2022-11-23
0001665160-22-002968	1	George Douaire	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-11-23
0001665160-22-002968	2	Humsini Acharya	Director	2022-11-23
0001665160-22-002968	3	Andrew Plum	Director	2022-11-23
0001665160-22-002968	4	Timothy Visos Ely	Director	2022-11-23
0001665160-22-002967	1	Rajini Anachi	CEO and President	2022-11-23
0001665160-22-002967	2	Bala Jana	Vice President, Treasurer, and Secretary	2022-11-23
0001665160-22-002966	2	Marcus Baker	CFO, Secretary, and Director	2022-11-23
0001665160-22-002966	1	Johnson Sainvil	CEO, President, and Director	2022-11-23
0001644600-22-000140	2	Costas Soler	Chief Technology Officer and Director	2022-11-23
0001644600-22-000140	3	Alex Echeverria	Director	2022-11-23
0001644600-22-000140	1	Graeme Rae	Chief Executive Officer and Director	2022-11-23
0001943115-22-000001	3	/s/ I-Chi Yeh (Iris)	Director	2022-11-23
0001943115-22-000001	4	/s/ Matrice McConnell	Director	2022-11-23
0001943115-22-000001	1	/s/ Yu Ting Huang (Theresa)	Director	2022-11-23
0001943115-22-000001	2	/s/ In Kyung Hwang (Anna)	Director	2022-11-23
0001746059-22-000413	2	Paul Hoskins	Member	2022-11-23
0001746059-22-000413	1	Dayne Bartscht	Managing Partner	2022-11-23
0001665160-22-002963	1	Bryant George Cruse	CEO, Chairman of the Board	2022-11-23
0001665160-22-002963	2	William Robert Bandy	Board Member	2022-11-23
0001665160-22-002963	3	Thomas William Loveland	Board Member	2022-11-23
0001746059-22-000412	1	Debra Cohen	Owner and CoFounder	2022-11-23
0001669191-22-001099	1	Peter Kaufman	Principal Executive Officer	2022-11-23
0001669191-22-001099	4	Peter Kaufman	Board Member	2022-11-23
0001669191-22-001099	3	Peter Kaufman	Principal Accounting Officer	2022-11-23
0001669191-22-001099	2	Peter Kaufman	Principal Financial Officer	2022-11-23
0001955387-22-000001	1	Joshua Boutwell	CEO	2022-11-23
0001665160-22-002961	1	Benjamin Daniel Mogul	CEO, President, Secretary, Principal Accounting Officer, and Director	2022-11-23
0001685453-22-000001	1	Jeff Schattner	CEO	2022-11-23
0001746059-22-000411	1	Richard Lane	Owner and CoFounder	2022-11-23
0001746059-22-000410	1	Vicente Pinpin	Founder and CEO	2022-11-23
0001903204-22-000004	1	Lee King	Director	2022-11-23
0001746059-22-000409	1	Caitlin Sowers	Owner and Founder	2022-11-23
0001950933-22-000002	1	Grant Sarvis	CEO	2022-11-23
0001954716-22-000004	1	Simon Huntley	CEO	2022-11-23
0001954716-22-000003	1	John Noojin	President	2022-11-23
0001954716-22-000001	1	Jacquelyn Walsh	CEO	2022-11-23
0001670254-22-001208	4	Jay Mercer	CEO	2022-11-21
0001670254-22-001208	3	Brian Enge	Board Member	2022-11-21
0001670254-22-001208	2	Sean Ross	Co-founder	2022-11-21
0001213900-22-074657	1	/s/ Giancarlo E. Fazzi	Director	2022-11-22
0001670254-22-001208	1	Ray Faltinsky	Co-Founder	2022-11-21
0001104659-22-121375	1	/s/ Gaetano Scuderi	Founder & Chairman of the Board	2022-11-22
0001104659-22-121375	3	/s/ Phil LoGrasso	Director	2022-11-22
0001104659-22-121375	4	/s/ Tracey Goeken	CEO & President	2022-11-22
0001104659-22-121375	5	/s/ Gordon Ramseier	CEO & President	2022-11-22
0001104659-22-121375	2	/s/ Joey Bose	CEO & President	2022-11-22
0001665160-22-002959	1	Gerard Coughlin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-11-22
0001665160-22-002958	1	Gerard Coughlin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-11-22
0001954657-22-000003	1	Charon Collier	COO	2022-11-22
0001665160-22-002957	1	Ryan Hoang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-11-22
0001665160-22-002956	1	Ryan Hoang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-11-22
0001954657-22-000002	1	Charon Collier	COO	2022-11-22
0001665160-22-002955	2	Gary Fleishman	President & Director	2022-11-22
0001665160-22-002955	1	Zack Fleishman	CEO, Secretary and Director	2022-11-22
0001954657-22-000001	1	Anna Cobb	CEO	2022-11-22
0001665160-22-002954	3	Michel Arseneau	CTO, Director	2022-11-22
0001665160-22-002954	2	Lonnie Gienger	CFO, Director	2022-11-22
0001665160-22-002954	1	Landon Wilkinson	CEO, President, Director	2022-11-22
0001665160-22-002953	1	Ameer Youssef	CEO	2022-11-22
0001665160-22-002953	2	Robert Siegel	President & Chief Medical Officer	2022-11-22
0001954795-22-000001	1	Jeramie Mykisen	CEO	2022-11-22
0001669191-22-001097	4	Luis  Rios	Board Member	2022-11-22
0001669191-22-001097	5	Stefano Gulbalis	Board Member	2022-11-22
0001669191-22-001097	6	Renatto Garro	Board Member	2022-11-22
0001669191-22-001097	7	Raul Documet	Board Member	2022-11-22
0001669191-22-001097	2	Efrain Rodriguez	Principal Financial Officer	2022-11-22
0001669191-22-001097	1	Luis  Rios	Principal Executive Officer	2022-11-22
0001669191-22-001097	3	Luis  Rios	Principal Accounting Officer	2022-11-22
0001746059-22-000408	1	Caitlin Sowers	Owner and Founder	2022-11-22
0001768309-22-000012	1	/s/ Adam Brandley	Chief Executive Officer	2022-11-22
0001669191-22-001095	7	Robert Miyake	Board Member	2022-11-22
0001669191-22-001095	6	Rhonda Stevenson	Board Member	2022-11-22
0001669191-22-001095	5	Jeffery Greenblatt	Board Member	2022-11-22
0001669191-22-001095	4	Timothy Alatorre	Board Member	2022-11-22
0001669191-22-001095	3	Timothy Alatorre	Principal Accounting Officer	2022-11-22
0001669191-22-001095	1	Rhonda Stevenson	Principal Executive Officer	2022-11-22
0001669191-22-001095	2	Timothy Alatorre	Principal Financial Officer	2022-11-22
0001665160-22-002952	2	Galiano Tiramani	Founder and Director	2022-11-22
0001665160-22-002952	1	Paolo Tiramani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-11-22
0001665160-22-002952	3	Hamid Firooznia	Director	2022-11-22
0001948590-22-000003	1	Walker Fitzroy	President	2022-11-22
0001670254-22-001206	1	Danielle Wood	Co-founder & CPO	2022-11-12
0001666102-22-000023	1	John C Neubauer	Founder & CEO	2022-11-21
0001665160-22-002949	1	Corinne Delaney	CEO	2022-11-21
0001665160-22-002948	4	Kevin Tsujihara	Director	2022-11-21
0001665160-22-002948	3	Todd Dagres	Director	2022-11-21
0001665160-22-002948	2	Steve Bell	Chief Financial Officer (CFO), Principal Financial Officer and Principal Accounting Officer or Controller	2022-11-21
0001930791-22-000001	1	DawnMarin Dell	Attorney	2022-11-21
0001670254-22-001206	2	Corey Wood	Co-founder & CEO	2022-11-12
0001665160-22-002948	1	Jeffrey Morin	Principal Executive officer and CEO	2022-11-21
0001863224-22-000002	1	Andrew Thompson	Founder and CEO	2022-11-21
0001669191-22-001091	3	Thu Truong	Principal Accounting Officer	2022-11-21
0001669191-22-001091	2	Thu Truong	Principal Financial Officer	2022-11-21
0001669191-22-001091	1	Bruce Watanabe	Principal Executive Officer	2022-11-21
0001669191-22-001091	4	Thu Truong	Board Member	2022-11-21
0001669191-22-001091	5	Bruce Watanabe	Board Member	2022-11-21
0001952541-22-000004	1	Cherie Ryu	CEO	2022-11-21
0001746059-22-000407	1	Willy Wu Jye Hwa	Owner and CoFounder	2022-11-21
0001746059-22-000406	1	Wardell Glass	Owner and Founder	2022-11-21
0001952541-22-000003	1	Luis Melgarejo	President	2022-11-21
0001952541-22-000002	1	Luis Melgarejo	President	2022-11-21
0001952170-22-000001	2	Kristina Velkova	Co-CEO	2022-11-21
0001952170-22-000001	1	Sara Douglas	Co-CEO	2022-11-21
0001802465-22-000002	1	Monique Crayton	COO, Sole Member	2022-11-21
0001802465-22-000002	2	Monique Crayton	COO	2022-11-21
0001722137-22-000007	1	Ezra Goldman	Director and Chief Executive Officer	2022-11-21
0001665160-22-002947	2	Waldi Harris	Director of Administration/Principal Accounting Officer	2022-11-21
0001665160-22-002947	1	Peter Harris	President, CEO, Director, and Corporate Treasurer	2022-11-21
0001665160-22-002945	1	Mark McCormick	CEO, Treasurer, Principal Accounting Office, Director	2022-11-21
0001665160-22-002945	2	Zachary Zeller	President, Secretary, Director	2022-11-21
0001665160-22-002943	4	James Simmons, III	Director	2022-11-21
0001665160-22-002943	3	Jamie M. Grooms	Director	2022-11-21
0001665160-22-002943	2	Nancy Fox	CFO and Secretary	2022-11-21
0001665160-22-002943	1	Casey Fox	President, CEO, CTO and Director	2022-11-21
0001665160-22-002943	5	Gary Frashier	Director	2022-11-21
0001870374-22-000001	1	Nate McLaughlin	CEO	2022-11-21
0001935346-22-000003	1	Phillip Akhzar	Chief Executive Officer, President and Sole Director	2022-11-18
0001954642-22-000001	3	Noah Schnapp	Manager	2022-11-21
0001954642-22-000001	2	Ba Minuzzi	Manager	2022-11-21
0001954642-22-000001	4	Mo Mostashari	Manager	2022-11-21
0001954642-22-000001	5	Karine Schnapp	Manager	2022-11-21
0001954642-22-000001	1	Elena Guberman	Manager	2022-11-21
0001391267-22-000005	2	Matt Whitaker	Manager	2022-11-18
0001391267-22-000005	1	Russ Kendall	Manager	2022-11-18
0001953971-22-000002	1	Nanne Dekking	Principal	2022-11-18
0001683168-22-007907	1	/s/ Brian Johnson	CEO	2022-11-18
0001665160-22-002940	1	Mary Molina	President and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Lola Granola Bar.	2022-11-18
0001953971-22-000001	1	Anthony Zhang	Manager	2022-11-18
0001821982-22-000015	1	Kurt Wallenborn	Managing Partner	2022-11-18
0001954278-22-000001	1	Michael Sofaer	Director	2022-11-18
0001954278-22-000001	2	Sara Romanoski	Director	2022-11-18
0001669191-22-001089	6	Autry J. Pruitt	Board Member	2022-11-18
0001669191-22-001089	4	Barry S. Cohen	Board Member	2022-11-18
0001669191-22-001089	3	Barry S. Cohen	Principal Accounting Officer	2022-11-18
0001669191-22-001089	2	Barry S. Cohen	Principal Financial Officer	2022-11-18
0001669191-22-001089	1	Barry S. Cohen	Principal Executive Officer	2022-11-18
0001669191-22-001089	5	Arthur L. Bernstein	Board Member	2022-11-18
0001736664-22-000008	1	Joseph Daniluk	CEO and Director	2022-11-18
0001938973-22-000003	2	/s/ MORGAN WHEELER	PRESIDENT AND MANAGING MEMBER	2022-11-18
0001938973-22-000003	1	/s/ JOHN WHEELER	CEO, ACTING CFO AND MANAGING MEMBER	2022-11-18
0001410708-22-000014	1	Junhua Guo	President	2022-11-18
0001665160-22-002937	1	Oscar Martinez	CEO and Principal Accounting Officer	2022-11-17
0001665160-22-002936	1	Charles Yeomans	CEO, Director	2022-11-17
0001665160-22-002936	2	Kayla Vallarta	Controller, Secretary	2022-11-17
0001665160-22-002936	3	Mojgan Haddad	Director	2022-11-17
0001945353-22-000001	1	Harrison James Kendall	Managing Member	2022-11-17
0001852185-22-000001	1	Simon Huntley	CEO	2022-11-17
0001746059-22-000405	2	Marne Madison	Owner and CoFounder	2022-11-17
0001746059-22-000405	1	Taronda Ransom	Owner and CEO	2022-11-17
0001950469-22-000004	1	Alyssa Phillips	CEO	2022-11-17
0001937457-22-000001	1	/s/ DIRK SCHMIDT	CEO	2022-11-17
0001945163-22-000002	1	Samuel J. Butero	Managing Director	2022-11-17
0001665160-22-002935	1	Michael DeVerna	CEO, principal accounting officer, and Director	2022-11-17
0001410708-22-000013	1	Junhua Guo	President	2022-11-17
0001747584-22-000047	1	John Gillie	CEO & President	2022-11-17
0001665160-22-002933	3	Casi Mayo	COO	2022-11-16
0001665160-22-002933	2	Ryan Andrews	Chief Innovation Officer	2022-11-16
0001665160-22-002933	1	Justin Andrews	CEO	2022-11-16
0001665160-22-002933	4	Dave Ward	Chief Strategy Officer	2022-11-16
0001665160-22-002931	4	Julien Machot	Board Member	2022-11-17
0001665160-22-002931	3	Kareem Elhamasy	CMO	2022-11-17
0001665160-22-002931	1	Ali Mohamed	CEO and Director	2022-11-17
0001665160-22-002931	2	Mike D'Amico	COO and Director	2022-11-17
0001555127-22-000009	1	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director	2022-11-17
0001555127-22-000009	2	Randall (Randy) Wilson	CFO, Principal Financial Officer, Principal Accounting Officer and Director	2022-11-17
0001555127-22-000009	3	John Michael (Michael) Bell	Director	2022-11-17
0001669191-22-001087	5	Amy Rau Segnit	Board Member	2022-11-17
0001669191-22-001087	2	Seymour Segnit	Principal Financial Officer	2022-11-17
0001669191-22-001087	3	Seymour Segnit	Principal Accounting Officer	2022-11-17
0001669191-22-001087	4	Seymour Segnit	Board Member	2022-11-17
0001669191-22-001087	1	Seymour Segnit	Principal Executive Officer	2022-11-17
0001555127-22-000008	1	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director	2022-11-17
0001555127-22-000008	2	Randall (Randy) Wilson	CFO, Principal Financial Officer, Principal Accounting Officer and Director	2022-11-17
0001555127-22-000008	3	John Michael (Michael) Bell	Director	2022-11-17
0001669191-22-001085	4	Seymour Segnit	Board Member	2022-11-17
0001669191-22-001085	5	Amy Rau Segnit	Board Member	2022-11-17
0001669191-22-001085	1	Seymour Segnit	Principal Executive Officer	2022-11-17
0001669191-22-001085	2	Seymour Segnit	Principal Financial Officer	2022-11-17
0001669191-22-001085	3	Seymour Segnit	Principal Accounting Officer	2022-11-17
0001665160-22-002927	3	Denis Dancanet	Director	2022-11-16
0001665160-22-002927	2	Simina Farcasiu	CFO, Treasurer	2022-11-16
0001665160-22-002927	1	Andrei T. Evulet	President, CEO, CTO, Director	2022-11-16
0001665160-22-002930	1	Michael DeVerna	CEO, principal accounting officer, and Director	2022-11-16
0001665160-22-002928	1	Mark Lyle	CEO & Director	2022-11-16
0001670254-22-001204	4	Yani Deros	CEO + Chairman + Co-Founder	2022-11-16
0001670254-22-001204	3	Anton Steenman	Director	2022-11-16
0001670254-22-001204	2	Nipun Patel	Director	2022-11-16
0001665160-22-002929	1	Richard Gamarra	CEO	2022-11-16
0001665160-22-002929	2	Andrew Ulmer	CFO	2022-11-16
0001670254-22-001204	1	Jodi Deros	CMO/Co-Founder	2022-11-16
0001213900-22-073235	1	/s/ Giancarlo E. Fazzi	Director	2022-11-09
0001669191-22-001080	5	Cynthia Smith	Board Member	2022-11-16
0001669191-22-001080	2	Basem Harb	Principal Financial Officer	2022-11-16
0001669191-22-001080	3	Cynthia Smith	Principal Accounting Officer	2022-11-16
0001669191-22-001080	4	Basem Harb	Board Member	2022-11-16
0001669191-22-001080	1	Basem Harb	Principal Executive Officer	2022-11-16
0001950469-22-000003	1	Alyssa Phillips	Manager	2022-11-16
0001952541-22-000001	1	Luis Melgarejo	President	2022-11-16
0001644600-22-000136	1	Daniel Santana	President and Manager, Principal Financial Officer, Principal Accounting Officer	2022-11-16
0001644600-22-000136	3	Chris Bossio	Manager	2022-11-16
0001644600-22-000136	2	Donna Rayburn	Chief Operating Officer	2022-11-16
0001669191-22-001077	6	Rachel Payne	Board Member	2022-11-16
0001669191-22-001077	5	Troy Helming	Board Member	2022-11-16
0001669191-22-001077	4	Joan Plastiras	Board Member	2022-11-16
0001669191-22-001077	3	Troy Helming	Principal Accounting Officer	2022-11-16
0001669191-22-001077	2	Scott Lane	Principal Financial Officer	2022-11-16
0001669191-22-001077	1	Troy Helming	Principal Executive Officer	2022-11-16
0001670254-22-001202	2	David Billstrom	CEO, Owner	2022-11-15
0001670254-22-001202	1	Paul Blum	Director	2022-11-15
0001669191-22-001076	3	Bruce Hymas	Principal Accounting Officer	2022-11-16
0001669191-22-001076	2	Bruce Hymas	Principal Financial Officer	2022-11-16
0001669191-22-001076	1	Philip Anderson	Principal Executive Officer	2022-11-16
0001669191-22-001076	4	Bruce Hymas	Board Member	2022-11-16
0001669191-22-001076	5	Philip Anderson	Board Member	2022-11-16
0001669191-22-001075	4	Philip S.  Garza	Board Member	2022-11-16
0001669191-22-001075	3	Philip S.  Garza	Principal Accounting Officer	2022-11-16
0001669191-22-001075	2	Philip S.  Garza	Principal Financial Officer	2022-11-16
0001669191-22-001075	1	Philip S.  Garza	Principal Executive Officer	2022-11-16
0001747584-22-000046	1	Aldo Grech	CEO	2022-11-16
0001665160-22-002924	2	Kevin Ragsdale	Principal Accounting Officer	2022-11-16
0001665160-22-002924	1	Adam Ragsdale	CEO, President, and Director	2022-11-16
0001670254-22-001198	1	Katie Bramlett	CEO	2022-11-09
0001670254-22-001198	2	Tyler Bramlett	Co-Founder	2022-11-08
0001665160-22-002921	1	Cynthia Convery	CEO/President, Director, Secretary, Treasurer/CFO	2022-11-15
0001670254-22-001200	1	Richard G Averitt IV	Co-Founder and CEO	2022-11-15
0001670254-22-001200	2	Peter Agelasto	Co-founder, Head of Product Development	2022-11-11
0001669191-22-001071	1	Shannon Carmody Keyes	Principal Executive Officer	2022-11-15
0001669191-22-001071	2	Shannon Carmody Keyes	Principal Financial Officer	2022-11-15
0001669191-22-001071	3	Shannon Carmody Keyes	Principal Accounting Officer	2022-11-15
0001669191-22-001071	4	Shannon Carmody Keyes	Board Member	2022-11-15
0001669191-22-001070	5	Patrick Cahill	Board Member	2022-11-15
0001669191-22-001070	6	Patrick Lincoln	Board Member	2022-11-15
0001669191-22-001070	3	Sophia Becker	Principal Accounting Officer	2022-11-15
0001669191-22-001070	2	Patrick Cahill	Principal Financial Officer	2022-11-15
0001669191-22-001070	1	Sophia Becker	Principal Executive Officer	2022-11-15
0001669191-22-001070	4	Sophia Becker	Board Member	2022-11-15
0001669191-22-001069	4	Angel Jose	Board Member	2022-11-15
0001669191-22-001069	5	Gary Rushin	Board Member	2022-11-15
0001669191-22-001069	6	Maria Romina Talabucon	Board Member	2022-11-15
0001669191-22-001069	7	Joel  Carter	Board Member	2022-11-15
0001669191-22-001069	8	Andrew Dillard	Board Member	2022-11-15
0001669191-22-001069	9	Alfonso Paisley	Board Member	2022-11-15
0001669191-22-001069	3	Andrew Dillard	Principal Accounting Officer	2022-11-15
0001669191-22-001069	1	Andrew Dillard	Principal Executive Officer	2022-11-15
0001669191-22-001069	2	Gary Rushin	Principal Financial Officer	2022-11-15
0001900769-22-000004	1	Kevin Sun	Director	2022-11-15
0001670254-22-001197	2	Aron Eideman	Board Member	2022-11-14
0001670254-22-001197	1	Anthea Tatum	CFO	2022-11-14
0001670254-22-001197	3	Ross Maguire	CEO	2022-11-13
0001670254-22-001195	2	Arjun Rai	Founder + CEO	2022-11-09
0001670254-22-001195	1	Glennon Argenbright	Board Member	2022-11-10
0001821982-22-000014	1	Jordan Jones	Manager	2022-11-15
0001821982-22-000013	1	Matt McPheely	CEO	2022-11-15
0001821982-22-000012	1	Wesley T. Johnson	CEO	2022-11-15
0001665160-22-002920	5	Whitney Stevens	Board Member	2022-11-15
0001665160-22-002920	1	John Williams	CEO	2022-11-15
0001665160-22-002920	4	Raffaela Dune	Board Member	2022-11-15
0001665160-22-002920	3	Bill Davis	Vice-Chairman & Secretary	2022-11-15
0001665160-22-002920	2	Stephane Larocque	COO	2022-11-15
0001665160-22-002920	6	David Stoller	Board Member	2022-11-15
0001665160-22-002919	1	Robert Schultz	CEO, President, Sole Director CFO/Principal Accounting Officer	2022-11-15
0001946308-22-000003	2	Daniel Fucich	Chief Scientific Officer	2022-11-15
0001946308-22-000003	1	Kelsey Abernathy	Chief Executive Officer	2022-11-15
0001874161-22-000005	1	Viola J. Carmona	Sole Director and Chief Executive Officer	2022-11-14
0001934971-22-000002	3	Lauren M. Rosato	Director	2022-11-14
0001934971-22-000002	1	Ann S. Marcus	Director	2022-11-14
0001934971-22-000002	2	Jonathan C. Marcus	Director	2022-11-14
0001830549-22-000003	1	Judah Longgrear	Director	2022-11-15
0001669191-22-001065	1	Seymour Segnit	Principal Executive Officer	2022-11-15
0001669191-22-001065	2	Amy Rau Segnit	Principal Financial Officer	2022-11-15
0001669191-22-001065	3	Seymour Segnit	Principal Accounting Officer	2022-11-15
0001669191-22-001065	5	Amy Rau Segnit	Board Member	2022-11-15
0001669191-22-001065	4	Seymour Segnit	Board Member	2022-11-15
0001665160-22-002918	1	Kevin OBryan	CEO and CFO/Principal Accounting Officer	2022-11-14
0001665160-22-002918	2	Maria OBryan	Secretary	2022-11-14
0001665160-22-002918	3	Nick Agneto	Director	2022-11-14
0001669191-22-001063	1	Amy Rau Segnit	Board Director	2022-11-15
0001683168-22-007762	1	/s/ Pete Wilke	CEO	2022-11-15
0001665160-22-002914	3	Griff Jaggard	President, Manager and Director	2022-11-14
0001665160-22-002914	2	Stephen Dunn	COO, Principal Accounting Officer, Manager and Director	2022-11-14
0001665160-22-002914	1	Hunter Jaggard	CEO. Principal Executive Officer, Manager and Director	2022-11-14
0001665160-22-002916	3	Oleksandr Kotovskov	Director	2022-11-14
0001670254-22-001189	2	Daniel P. Ansorge	CTO	2022-11-09
0001665160-22-002916	1	Oleksiy Lyubynskyy	CEO, principal financial officer, principal accounting officer and Director	2022-11-14
0001670254-22-001189	3	Kieran Singh	CEO	2022-11-09
0001670254-22-001189	4	Kieran Singh	President & CEO	2022-11-09
0001670254-22-001191	1	Biplab Malo	Founder & CEO	2022-11-03
0001670254-22-001185	1	Matthew James Golino	CEO/Founder	2022-11-10
0001670254-22-001189	1	Kieran Singh	CEO	2022-11-09
0001665160-22-002916	2	Alex Svitiashchuk	Director	2022-11-14
0001746059-22-000404	1	Jonathan Austin	Owner and Founder	2022-11-14
0001669191-22-001061	2	Francis  Ong	Principal Financial Officer	2022-11-14
0001669191-22-001061	1	Gregory  Duffell	Principal Executive Officer	2022-11-14
0001669191-22-001061	5	Gregory  Duffell	Board Member	2022-11-14
0001669191-22-001061	3	Gregory  Duffell	Principal Accounting Officer	2022-11-14
0001669191-22-001061	4	Francis  Ong	Board Member	2022-11-14
0001669191-22-001060	1	Matthew P. Jones	Principal Executive Officer	2022-11-14
