ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001644600-22-000082	1	Tropical Weather Analytics, Inc.	Ilya Schiller	President
0001665160-22-001637	1	Scinovia Corp.	James Bradley Sund, Sr.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001636	1	Karla and Co, Inc.	Karla Butvidas	CEO, Board Member
0001897619-22-000001	1	TipSnaps Inc	Lyonel Douge	Chief Executive Officer
0001669191-22-000561	1	Above & Beyond Studios, Inc.	Aman Stuppard	Principal Executive Officer
0001669191-22-000560	1	PennyFly Publishing LLC	Tyler Prescott	Principal Executive Officer
0001669191-22-000559	1	Brain Game LS Inc.	DWAYNE SAMUELS	Principal Executive Officer
0001669191-22-000558	1	Guardian Athletics, Inc.	David Norris	Principal Executive Officer
0001669191-22-000557	1	Sports Engineering, Inc.	Edward Cowle	Principal Executive Officer
0001669191-22-000556	1	Fresh Kills Inc.	Jennifer Esposito	Principal Executive Officer
0001669191-22-000555	1	Unlocked Reality Inc.	Akash  Bellippady	Principal Executive Officer
0001669191-22-000554	1	Launchspace Technologies Corporation	John Bauman	Principal Executive Officer
0001669191-22-000553	1	Bioverge, Inc.	Neil Littman	Principal Executive Officer
0001669191-22-000552	1	Transparent Path spc	Eric Weaver	Principal Executive Officer
0001746059-22-000189	1	Black Mule, LLC	John Allen	CEO
0001669191-22-000551	1	YEP, Inc.	Jimmy Ezzell	Principal Executive Officer
0001669191-22-000550	1	Stomp Technique, Inc.	Hilary Joy  Diaz	Principal Executive Officer
0001669191-22-000548	1	Puro Trader, Inc.	Pierre  Rogers	Principal Executive Officer
0001669191-22-000547	1	Correlate Health, Inc.	Nailah   Malak	Principal Executive Officer
0001669191-22-000546	1	Katch Entertainment Inc.	Andrew   Tight	Principal Executive Officer
0001669191-22-000544	1	VUniverse, Inc.	Evelyn Watters	Principal Executive Officer
0001669191-22-000543	1	Accesr Inc.	Alan Rodriguez	Principal Executive Officer
0001927762-22-000001	1	Papillon Pavilion Records	Jordan Crudo	Founder and CEO
0001746059-22-000188	1	Studly Brewing Company, LLC	Edward Edmunds	Owner and Founder
0001895725-22-000001	1	Referrizer, LLC	Andrija Cvijovic	Chief Executive Officer
0001665160-22-001632	1	Oscilla Power, Inc.	Balakrishnan Nair	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001844955-22-000003	1	Polycade Inc.	Tyler Bushnell	CEO
0001665160-22-001630	1	GoSun Inc.	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000562	1	Lumina Industries, Inc.	Raymond Lei	Cofounder + CEO
0001920741-22-000002	1	Utobo, Inc.	/s/ Rajkumar Sahu	Chief Executive Officer
0001821982-22-000003	1	North Cove Holdings, LLC	Kyle Sims	Manager
0001902271-22-000001	1	Capsule Social, Inc.	Nadim Kobeissi	Chief Executive Officer
0001665160-22-001627	1	ZELGOR INC.	John Fanning Jr.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001624	1	2124 Brewing Co LLC	Ryan Bove	CEO, Principal Financial Officer, and Manager
0001665160-22-001626	1	Art of Pour Inc.	Alex Brent	CEO, President, Chair of the Board of Directors, Chief Financial Officer, Secretary
0001665160-22-001625	1	Hyperlight Energy, Inc.	John D.H. King	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001670254-22-000561	1	Real & Open Corporation d/b/a Tiro	Elliott Goodman	Co-founder
0001670254-22-000557	1	NAVISYO INC	Alexander Michaels	Founder
0001860502-22-000001	1	Actipulse Neuroscience, Inc.	Adrien Chatillon	Chief Executive Officer
0001665160-22-001628	1	OSM Shield, Inc.	Mark Walker	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer
0001670254-22-000559	1	World Tree USA, LLC	Doug Willmore	Chief Executive Officer
0001860436-22-000001	1	Maybe Finance, Inc.	Joshua Pigford	Chief Executive Officer
0001902033-22-000007	1	O2, Inc.	David Colina	Founder & CEO
0001791565-22-000004	1	Givsly, PBC	Chad Hickey	CEO
0001916146-22-000001	1	Straw Hut Media LLC	/s/ Ryan Tillotson	CEO & CO-FOUNDER
0001665160-22-001622	1	Poseidon AmphibWorks Corporation	Steve E. Tice	CEO, Director, Treasurer
0001815564-22-000002	1	Choose Health Services LLC	Mark Holland	CEO
0001782185-22-000003	1	TruckBux, Inc.	Nick Nanakos	CEO, Founder
0001665160-22-001620	1	Mycocycle, Inc.	Joanne Rodriguez	President
0001782185-22-000002	1	Frame Media Inc.	Ben Moe	Founder, CEO
0001750795-22-000004	1	Aphios Pharma LLC	Dr. Trevor P. Castor	President @ CEO
0001665160-22-001611	1	Pasmosa Inc.	Eamon McDonald	CEO, Treasurer, CFO, Secretary, and Director
0001665160-22-001609	1	Fabuloso Foods Inc.	Elisa Lewis	President and Co-Founder, CEO and Head of Brand
0001665160-22-001607	1	Whereable Technologies, Inc.	A. Dale Mayo	Chairman of the Board, Interim CEO, and CFO
0001665160-22-001605	1	Ortek Therapeutics, Inc.	Mitchell Goldberg	President, Secretary, Treasurer, Principal Financial Officer and Director
0001916152-22-000003	1	Paracord, Inc.	Christian Ancheta	CEO/President
0001926767-22-000002	1	Hedge Capital Markets Inc.	Kyle Al-Rawi	Chief Executive Officer
0001665160-22-001602	1	Scott Brusaw	Scott Brusaw	President & CEO
0001619078-22-000003	1	Peaberry Software Inc.	Colin Nederkoorn	CEO & Director
0001017386-22-000214	1	Longwen Group Corp.	/s/ Xizhen Ye	Chairman & CEO
0001619078-22-000001	1	Peaberry Software Inc.	Colin Nederkoorn	CEO & Director
0001665160-22-001600	1	VGFIT INC.	Vladimir Colosov	CEO, President, Secretary, Treasurer, Board Director, Principal financial officer, Co-Founder
0001926265-22-000001	1	Kravegan LLC Where Food Is Love	LaTasha Kaiser	President
0000897069-22-000287	1	Amplio.ai, Inc.	/s/ Trung Tran	Chief Executive Officer
0001746059-22-000187	1	PUPS Pet Club LLC	Daniel Rubenstein	Owner and Founder
0001893569-22-000004	1	VB Brands, Inc.	Roie Edery	Co-Founder
0001644600-22-000081	1	H2 Energy Group Inc	Christopher Headrick	Founder, Executive Chairman, and Chief Technology Officer
0001746059-22-000186	1	Studly Brewing Company, LLC	Edward Edmunds	Owner and Founder
0001096906-22-001062	1	QUANTM.ONE INC	/s/ Matthew Sullivan	Chief Executive Officer
0001669191-22-000518	1	Tahiti's Breeze, Inc.	Adelinda  Bryant	Principal Executive Officer
0001781955-22-000009	1	Dome Audio Inc.	Ben White	Founder and CEO
0001852227-22-000004	1	Poppilu Inc.	Melanie Kahn	Chief Executive Officer
0001902033-22-000006	1	O2, Inc.	David Colina	Founder & CEO
0001827897-22-000003	1	Freeman Berkshires, LLC	Daniel Dus	Managing Partner of Shared Estates Asset Fund, GP, Manager Shared Estates Fund 1, LLC
0001828172-22-000001	1	Primal Life Organics, LLC	Trina Felber	Member Manager
0001827897-22-000002	1	Freeman Berkshires, LLC	Daniel Dus	Managing Partner of Shared Estates Asset Fund, GP, Manager Shared Estates Fund 1, LLC
0001669191-22-000516	1	Reper LLC	Shannon Carmody Keyes	Principal Executive Officer
0001665160-22-001597	1	Weapon X, Inc.	Paul D. Bojic	President
0001665160-22-001596	1	Create Every Opportunity Corp.	Zachary Sarf	Founder
0001665160-22-001595	1	Treasure Investments Corp	Mark Russo	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001830012-22-000001	1	DCDT LLC	David Tran	Founder, CEO
0001665160-22-001594	1	Maya Global Solutions, Inc.	Michael Mansouri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001593	1	Signature Athletics, Inc.	Dan Soviero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001592	1	Wave Soda, Inc.	Nathaniel Noone	Founder, CEO and Director
0001791609-22-000001	1	Supervest, LLC	Jeremy Morton	CEO
0001670254-22-000552	1	SUKAD Project Portfolio Management Solutions, Corp	Mounir A. Ajam	CEO & Chief Innovator
0001670254-22-000547	1	Objective Reality Inc	Colin Rose	CEO - Objective Reality
0001670254-22-000549	1	Dteckt, Inc.	Matt DeVico	Founder & CEO
0001670254-22-000553	1	Neurohacker Collective, LLC	Hakan Lindskog	Chief Operating Officer
0001670254-22-000555	1	EV Semi-Fleet Corp.	Jacob Guerra	CEO & Founder
0001747584-22-000019	1	CGB Green Liberty Notes LLC	Bryan Garcia	Duly Authorized
0001670254-22-000551	1	Pencilish Animation Studios Inc.	Tom Bancroft	CEO
0001670254-22-000544	1	Unity Organics, LLC	Alex Valley	CEO + Founder
0001670254-22-000546	1	SUKAD Project Portfolio Management Solutions, Corp	Mounir A. Ajam	CEO & Chief Innovator
0001670254-22-000542	1	Beeotto, LLC	Robert Errato	Managing Partner CEO
0001669191-22-000513	1	Arowana Media Holdings, Inc.	Mark  Newbauer	Principal Executive Officer
0001670254-22-000540	1	Gamestacy Inc	Danish Sinha	CEO
0001669191-22-000511	1	Hiveskill LLC	Sophia Becker	Principal Executive Officer
0001669191-22-000507	1	CMN, INC.	Mark Bradley	Principal Executive Officer
0001747584-22-000018	1	BlocPower Energy Services 3 LLC	Cullen Kasunic	Manager, CFO
0001766415-22-000010	1	WWF Holdings, Inc.	Lonnie Johnson	Director & CEO
0001876413-22-000003	1	ASSETCOIN CAPITAL FUND, LLC	Duane A. Quamina	President & CEO
0001836234-22-000002	1	RedOak Instruments, LLC	William C Paske	CTO / Chairman
0001096906-22-001050	1	DeRosa Capital 11, LLC	/s/ Matthew Faircloth	Managing Member
0001746059-22-000185	1	Bar at 66 Greenpoint LLC	Ibraheem Abdul-Malik	Owner and Founder
0001926086-22-000002	1	esc Aerospace US, Inc.	/s/ Lars Weimer	President
0001852138-22-000006	1	Pickzen, Inc.	Brendan Medeiros	Chief Executive Officer
0001665160-22-001590	1	Jennifer Slosar	JS	CEO
0001665160-22-001588	1	Einstok Beer Company	David R. Altshuler	CEO, CFO, and Chairman of the Board of Directors
0001835459-22-000002	1	Lynx City LLC	Alan Moisio	CEO
0001746059-22-000184	1	MODESTMAN BREWING, LLC	Ashley Sheehan	Owner and Founder
0001839110-22-000002	1	Smart Home Sentry, Inc.	Uday Kiran Chaka	CEO
0001746059-22-000183	1	Eden Cafe LLC	Emmitt Bronkema	Owner and CoFounder
0001746059-22-000182	1	Gut-friendly Bread LLC	Jordan Anthony Garcia	Managing Member
0001746059-22-000181	1	Screamin' Trees Farm LLC	Jeffrey Bugay	Owner and Founder
0001821328-22-000003	1	Oakwood Ave., LLC	Michael Benatar	CEO
0001644600-22-000079	1	Coin & Card Auctions, Inc	Michael Johnson	Chief Executive Officer
0001739450-22-000007	1	Fluent Forever Inc.	Gabriel Wyner	CEO
0001924883-22-000001	1	Israeli Prepaid LLC	Uri Goldenberg	CEO/President
0001670254-22-000538	1	Halen Technologies Inc.	Edward Mbeche	Founder and CEO
0001862115-22-000001	1	Exo-Space Inc.	Jeremy Allam	Chief Executive Officer
0001670254-22-000536	1	All I Do Is Cook LLC	Tobi Smith	Founder
0001670254-22-000534	1	Dvy Up LLC	Michelle Nealy	Co-Founder
0001845905-22-000001	1	Have Your Cake Kitchen, LLC	Nancy Kalish	Chief Executive Officer
0001670254-22-000532	1	Jetoptera, Inc	Andrei Tristan Evulet	CEO/CTO/Co-Founder
0001669191-22-000502	1	ACK Right Endeavors LLC	Zack Johnson	CEO
0001665160-22-001586	1	Chris Smith	Chris Smith	Chief Executive Officer (CEO) & Co-Founder
0001864237-22-000001	1	J. Johnson & Company, LLC	Jason Johnson	Manager and President/CEO
0001826438-22-000002	1	H Influencer Collective Inc.	James Cole	Founder & CEO
0001670254-22-000531	1	Lyfmap, Inc.	Larry Bieza	Founder
0001670254-22-000529	1	Intentionalist, SPC	Laura Clise	CEO
0001096906-22-001037	1	DeRosa Capital 11, LLC	/s/ Matthew Faircloth	Managing Member
0001213900-22-024211	1	UpChoose, PBC	/s/ Ali El Idrissi	Chief Executive Officer
0001785021-22-000002	1	Back Porch Homes LLC	Todd Bayer	Managing Member
0001791223-22-000002	1	Renu Robotics Corp	Jeff Dayov	Chief Financial Officer
0001824984-22-000003	1	CountertopSmart, Inc.	Zachary House	CEO
0001856715-22-000005	1	Rojo's Famous Inc.	/s/ Robert J. Selfridge	President & CEO
0001644600-22-000078	1	Exo-Space Inc.	Jeremy Allam	Chief Executive Officer
0001903596-22-000260	1	NW Tech Capital, Inc.	/s/ Cedric Yengo	President and Chief Executive Officer
0001665160-22-001584	1	Karla and Co, Inc.	Karla Butvidas	CEO, Board Member
0001903596-22-000259	1	IL2M INTERNATIONAL CORP.	Frank I Igwealor	Chief Executive Officer
0001746059-22-000180	1	Tipsy Cupcakes RVA LLC	Charmesha Cousins	Owner and CoFounder
0001845758-22-000001	1	Abletek, Inc.	Ravindra Singh	Chief Executive Officer
0001827386-22-000001	1	JB-NY Distributors, Inc.	/s/ Jason Sherman	Director, CEO
0001594240-22-000001	1	PO CAMPO, LLC	Maria Boustead	Chief Executive Officer, Member Manager
0001665160-22-001581	1	Recombinant Technologies, Inc.	Pazhani Sundaram	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001579	1	Recombinant Technologies Inc	Pazhani Sundaram	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000527	1	Firebrand, PBC	Matt Kreutz	Founder
0001665160-22-001575	1	VizAeras	Carl Tautenhahn	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0000897069-22-000264	1	Amplio.ai, Inc.	/s/ Trung Tran	Chief Executive Officer
0001665160-22-001573	1	Full Circle Brewing, Co. Ltd. LLC	Arthur Moye	CEO and Managing Member, Principal Financial Officer, and Principal Accounting Officer
0001802405-22-000002	1	Curastory Inc.	Tiffany Kelly	CEO & Director
0001824158-22-000003	1	NatureTrak, Inc.	Jontae James	Chief Executive Officer
0001654954-22-006005	1	Chosen, LLC	/s/ Derral Eves	Manager of The Chosen Productions, LLC
0001665160-22-001577	1	Lift Aircraft Inc.	Matthew Chasen	CEO, Principal Executive Officer, and Director
0001665160-22-001576	1	Security Oracle, Inc.	Charles Butler	CEO/Director
0001873895-22-000007	1	Rabbit Hole HTX LLC	William Daniel	Managing Partner
0001873895-22-000004	1	Axle Workout Inc.	Andrew Page	Chief Executive Officer
0001665160-22-001574	1	ThrillSeeker Media Group, Inc.	Cody Alfar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001873895-22-000005	1	Rabbit Hole HTX LLC	William Daniel	Managing Partner
0001873895-22-000003	1	Novadore USA LLC	Jack Benzaquen	Chief Executive Officer
0001894944-22-000005	1	Kul Beverages LLC	Danielle Goss	Chief Executive Officer
0001670254-22-000528	1	Calm Company Fund LLC	Tyler Tringas	General Partner and Founder
0001769091-22-000003	1	Rocket Dollar Inc	/s/Tadayoshi Henry Yoshida	Director, Chief Executive Officer
0001665160-22-001571	1	Kapalya Inc	Sudesh Kumar	Founder, CEO, President, Director, Chairman of the Board, Principal Financial Officer, and Principal Accounting Officer
0001478263-22-000006	1	PT Motion Works, Inc.	Bryan Pate	Co-President
0001769118-22-000002	1	GET TO WORK INC.	James Chapman	CEO & Director
0001769118-22-000001	1	GET TO WORK INC.	James Chapman	CEO & Director
0001665160-22-001569	1	Yubi Health, Inc.	Rahul Goyal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001900822-22-000012	1	Familify Corp	Francisco Cornejo	CEO
0001670254-22-000521	1	Kiwi Campus Inc	Felipe Chvez Corts	Chief Executive Officer
0001851385-22-000003	1	Kneevoice Inc.	Gustavo De Greiff	CEO
0001902033-22-000005	1	O2, Inc.	David Colina	Founder & CEO
0001665160-22-001567	1	Online Stores, Inc.	Jordan Erskine	Chief Executive Officer, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001566	1	Boomerang Bike CORP	Kevin Fahrner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001739450-22-000005	1	Fluent Forever Inc.	Gabriel Wyner	CEO
0001686991-22-000003	1	Astralabs Inc.	Andrew Ryan	CEO
0001665160-22-001565	1	Advanced Development of Additive Manufacturing, Inc.	Denys Gurak	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001564	1	Humblemaker, LLC	Chris Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001924682-22-000001	1	Bearded Baking Co LLC	Wesley Dills	President
0001792508-22-000003	1	Linen Mobile, Inc.	Vitaly Bahachuk	Director, President, Chief Executive Officer
0001665160-22-001562	1	Localvore, Inc.	Daniel White	Co-founder, CEO and Director
0001665160-22-001561	1	Doroni Aerospace, Inc.	Doron Merdinger	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001926872-22-000001	1	Three Sisters Artisanal Meats, LLC	/s/ Jaime Fernandez	President
0001794960-22-000005	1	Wire Holdings, Inc.	Kimberly Carney	Chief Executive Officer
0001788935-22-000003	1	Green Valley Affiliates INC	David Schacter	Founder and CEO
0001665160-22-001556	1	Waverly Labs Inc	Andrew Ochoa	Chief Executive Officer
0001836842-22-000001	1	ATHR Beauty Co	Tiila Abbitt	CEO and Founder
0001903596-22-000246	1	NW Tech Capital, Inc.	/s/ Cedric Yengo	President and Chief Executive Officer
0001884016-22-000002	1	Bricolage Dynamics Inc.	Zebulon Parsons	CEO, Founder, and President
0001665160-22-001559	1	Grady's Cold Brew, Inc.	Grayson M. Laird	CEO, Grady's Cold Brew, Inc.
0001683168-22-003143	1	Hylete, Inc.	/s/ Adam Colton	Chief Executive Officer
0001836842-22-000003	1	Terraformation Inc.	Yishan Wong	Chief Executive Officer
0001787611-22-000001	1	Attorney Et Al, Inc.	MICHAEL LYNN GABRIEL	PRESIDENT
0001716174-22-000002	1	Tall Idea Labs, Inc.	Anand Pandharikar	CEO
0001670254-22-000519	1	Kountable, Inc.	Christopher Hale	CEO
0001796295-22-000002	1	Nuu Rez Inc	Noelle Randall	CEO
0001903596-22-000241	1	IL2M INTERNATIONAL CORP.	Frank I Igwealor	Chief Executive Officer
0001821982-22-000002	1	Bricolage Dynamics Inc.	Zebulon Parsons	CEO
0001719575-22-000001	1	Big Data Analytics, Inc.	Henry Finkelstein	CEO
0001900822-22-000011	1	Blue Egg Corp	Robin Wilson	Chief Executive Officer
0001900822-22-000010	1	Punch, Inc.	Aaron Simpson	Chief Executive Officer
0001900822-22-000009	1	Pickzen, Inc.	Brendan Medeiros	Chief Executive Officer
0001900822-22-000008	1	kweliTV, Inc.	Deshuna Spencer	Chief Executive Officer
0001900822-22-000007	1	Night Owl Canning Company, LLC	Nicholas Schroeder	Manager and Co-CEO
0001900822-22-000006	1	Yumwoof Natural Pet Food LLC	Jaron Lukas	Chief Executive Officer
0001900822-22-000005	1	Hydro Wind Energy, Inc.	Lee King	Chief Executive Officer
0001900822-22-000004	1	Waku Inc	Juan Giraldo	CEO & Director
0001669191-22-000500	1	Nebulai Corp	Luis  Rios	Principal Executive Officer
0001900822-22-000003	1	Familify Corp	Francisco Cornejo	CEO
0001665160-22-001553	1	TriplePulse, Inc	Christopher Thompson	Chief Executive Officer and Director
0001638829-22-000004	1	MANCAN Wine, LLC	Hamilton Biggar	President/COO
0001788935-22-000002	1	Green Valley Affiliates, Inc.	David Schacter	CEO/Founder
0001737679-22-000003	1	DIGIBUILD SOFTWARE, INC.	Robert Salvador	Chief Executive Officer
0001737679-22-000002	1	DIGIBUILD SOFTWARE, INC.	Robert Salvador	Chief Executive Officer
0001670254-22-000517	1	Univenture, Inc.	Ross O. Youngs	Founder, Inventor, and Chairman
0001736664-22-000003	1	Locking Line Barriers Corp	Joseph Daniluk	CEO
0001669191-22-000498	1	Harmonee, Inc.	Anthony Lewis	CEO
0001665160-22-001551	1	A7FL INC	Sener Korkusuz	CEO
0001767272-22-000001	1	WIN-WIN APP,INC.	Michael Brown	Chief Executive Officer
0001670254-22-000516	1	Vironix Health Inc.	Sumanth Swaminathan, PhD	CoFounder & CEO
0001873827-22-000001	1	Helix Power Corp	Matthew Lazarewicz	President & Co-Founder
0001873895-22-000002	1	Novadore USA LLC	Jack Benzaquen	Chief Executive Officer
0001700943-22-000003	1	Plei, Inc.	Sebastian Duque	Chief Executive Officer
0001644600-22-000077	1	Pie Services LLC	Daniel Santana	President
0001923348-22-000004	1	MultiVest Limited Partnership	Christopher Sanders	Manager of MV Management, LLC, the General Manager and Class M Member
0001665160-22-001549	1	Advanced AI Solutions, Inc.	Yuen Mao	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001860056-22-000004	1	Inahsi LLC	Brian D. Marshall	Chief of Operations
0001665160-22-001548	1	Bizfluence, Inc.	Jacob Davis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001547	1	WeatherFlow-Tempest, Inc.	Daniel Lyons	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001546	1	Aphelion Aerospace, Inc.	Miguel Ayala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001545	1	Simply Country, Inc.	Kyle Chittock	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000515	1	Woofy, Inc.	Arjun Rai	Founder + CEO
0001722137-22-000003	1	Plei, Inc.	Sebastian Duque	Chief Executive Officer
0001665160-22-001544	1	FaveKitchens Inc.	Praveen Akula	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001690433-22-000003	1	AFFL ASSOCIATES, INC.	Jeff Lewis	CEO
0001665160-22-001543	1	Nextel Mobile Worldwide Inc.	Jeffrey Kaplan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001542	1	Fanbase Social Media, Inc.	Isaac Hayes III	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001541	1	SportsEdTV, Inc.	Victor Bergonzoli	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001851491-22-000007	1	AMASS BRANDS	Mark Lynn	Chief Executive Officer
0001665160-22-001540	1	Stream It, Inc.	Lance King	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001539	1	Anonomatic, Inc	Matthew Fleck	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001722137-22-000002	1	Upshift Inc.	Ezra Goldman	Chief Executive Officer, President
0001722137-22-000001	1	Upshift Inc.	Ezra Goldman	Chief Executive Officer, President
0001877339-22-000001	1	Infinite Composites, Inc.	John Phan	VP Finance
0001665160-22-001538	1	Excursion Van Rentals, Inc	Austen Price	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001811855-22-000001	1	goDeskless Inc.	Ashish Joshi	CEO
0001670254-22-000511	1	Roomongo, Inc.	Patrick O'Hara	Co-Founder/CEO
0001904386-22-000003	1	Lake Noire Legacy Holdings, LLC	Scottie Smith II	As Managing Member of the Manager, Oakwood Legacy Holdings, LLC
0001887640-22-000002	1	Endeavour Capital Partners LLC	Christopher Lay	Co-Founder
0001837420-22-000001	1	Ayoba, Inc.	Wian van Blommestein	CEO
0001670254-22-000513	1	PRIMARI Analytics Corp.	Francisco Gomez	Co-Founder - CEO
0001853510-22-000002	1	Kanthaka Inc.	Sylvia Kampshoff	CEO
0001907870-22-000004	1	Hydro Hash Inc.	James McGibney	Chief Executive Officer
0001790092-22-000001	1	Sunu, Inc.	Marco Trujillo	Chief Executive Officer and Founder
0001665160-22-001518	1	PV Pallet	Philip Schwarz	CEO
0001213900-22-023282	1	Jetoptera, Inc.	/s/ Andrei Evulet	Chief Executive Officer
0001670254-22-000505	1	Wildeye Inc.	Harold Cohn	CEO
0001665160-22-001521	1	IntriEnergy	Jackie Coffey	CEO
0001925986-22-000005	1	HOUSING OPPORTUNITIES FUND, LP	THOMAS ELLIOTT	MANAGING PARTNER
0001665160-22-001522	1	Peerless Public Safety Solutions Inc	Jay Scales	CEO
0001691692-22-000002	1	Axle Workout Inc.	Andrew Page	Chief Executive Officer
0001862075-22-000001	1	Cerveceria Gran Arrecife Maya USA Corp	Elvia Guadalupe Ruiz Avila	Chief Executive Officer
0001670254-22-000510	1	XCINEX CORPORATION	Cihan Fuat Atkin	Founder & CEO
0001801610-22-000001	1	Pure Green Franchise Corp	Ross Franklin	CEO
0001856027-22-000001	1	Huddle Works, Inc.	Michael Saloio	CEO
0001665160-22-001537	1	Prime Lightworks Inc.	KYLE BERNARD FLANAGAN	PRESIDENT & CEO
0001877079-22-000003	1	Brandcasters, Inc.	Kas R. DeCarvalho, Esq.	Gen. Counsel, Asst. Secretary
0001876661-22-000003	1	BisonEV Retrofits Inc.	Erasmus J Venter	CEO
0001665160-22-001534	1	Online Stores Inc	Kevin Hickey	CEO
0001746059-22-000179	1	Ciao Bread & Beverage, LLC	Sarah Holland	Owner and Founder
0001691692-22-000003	1	Health Cost IQ LLC	Jude Odu	Chief Executive Officer
0001665160-22-001527	1	Excursion Van rentals	Austen Price	CEO/President
0001665160-22-001524	1	Hexanika	Yogesh Pandit	Founder & CEO
0001736448-22-000002	1	EatCrateful Inc.	Emanuele Ponzo	Chief Executive Officer
0001805637-22-000003	1	Lightsense Technology, Inc.	Terje Skotheim	CEO
0001670254-22-000506	1	CLASSIFIED FILMS LLC	Dani Barker	Writer/Producer/Actor in Follow Her
0001835612-22-000002	1	LiveVested, LLC	William McGuire	Manager & CEO
0001665160-22-001531	1	Legacy Concierge, Inc.	Betsy L. Ehrenberg	President, CEO and Director
0001876661-22-000002	1	BisonEV Retrofits Inc.	Erasmus J Venter	CEO
0001791845-22-000002	1	Leafwire, Inc.	Scott Wollaston	CFO
0001665160-22-001533	1	Big Derby Distilling Co.	Jason Parker	President
0001901311-22-000004	1	TrueGen Health, Inc.	Frank Adamo	CEO
0001670254-22-000509	1	Palm Energy Systems LLC	Rajiv Narain	Founder & CEO
0001062993-22-011305	1	Sparrow Vision, Inc.	/s/ Joseph Chin	Chief Executive Officer
0001670254-22-000507	1	The Florida CANE Distillery, INC.	Lee Nelson	Owner
0001816536-22-000007	1	IPD Products, Inc.	christopher anthony	secretary
0001670254-22-000504	1	Venganza Foods Inc.	Raul Medina	CEO
0001665160-22-001514	1	Arrow AI	Rolan Reichel	CEO
0001846512-22-000001	1	Albemarle Hotel Development, LLC	Jordan Jones	Manager
0001644600-22-000075	1	Rayton Solar Inc.	Andrew Yakub	Chief Executive Officer
0001802024-22-000003	1	Xiggit, Inc.	Heather Lorraine Dawson	Chief Executive Officer and Director
0001683168-22-003111	1	Hylete, Inc.	/s/ Adam Colton	Chief Executive Officer
0001669191-22-000496	1	Arkisys, Inc.	David Barnhart	Principal Executive Officer
0001096906-22-001011	1	VUE Corp.	/s/ Jill Dempsey	Chief Executive Officer
0001885290-22-000003	1	Herb & Olive, LLC	/s/ David Zimmerman	President / Founder
0001665160-22-001511	1	BlueSky Energy US, Inc	Lyle Gold	President
0001665160-22-001510	1	Feather Fuels	Ikaika Hussey	President
0001644600-22-000074	1	Aptera Motors Corp	Chris Anthony	Co-Chief Executive Officer
0001193125-22-136981	1	Enginuity Power Systems, Inc.	Jacques Beaudry-Losique	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting
0001644600-22-000072	1	Legion M Entertainment, Inc.	Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer
